alpha,rho,N,Z,tau,reference_mode_amplitude,reference_max_intensity,open_field_error,corrected_field_error,open_intensity_error,corrected_intensity_error,reference_power_rel,open_power_rel,panel,g_theory,g_error,g_ratio,r2,n_points,scaled_error
0.8,0.3,256,8.6,2.5791886441010647,4.721084787760296e-06,1.000013262355617,3.846068742902964e-07,3.8178451657974956e-08,1.662384919013828e-07,4.219647991692692e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,8.700000000000001,2.609179209730147,4.864849086865116e-06,1.0000136615786273,3.956723307909589e-07,3.961732222287605e-08,1.7331257129027217e-07,4.3369510106463717e-08,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,256,8.8,2.6391697753592296,5.012989838496114e-06,1.0000140730904714,4.070480710488103e-07,4.1097938924970985e-08,1.8066074345849345e-07,4.456459963661592e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,8.9,2.669160340988312,5.165640251268767e-06,1.0000144972613187,4.18743169067381e-07,4.262119764848853e-08,1.882931741987899e-07,4.578198507131172e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.0,2.699150906617393,5.3229375940458364e-06,1.0000149344727267,4.3076696044648236e-07,4.418800973342936e-08,1.9622039527235786e-07,4.702190094227189e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.1,2.7291414722464755,5.485023319084439e-06,1.0000153851179834,4.431290503006343e-07,4.5799302148872594e-08,2.0445331690740992e-07,4.82845789236037e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.2,2.759132037875558,5.652043188935397e-06,1.00001584960246,4.55839321377668e-07,4.7456017809594475e-08,2.130032411388973e-07,4.957024867043269e-08,-6.661338147747608e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,9.3,2.7891226035046404,5.82414740739097e-06,1.0000163283439794,4.6890794253649286e-07,4.915911574595793e-08,2.218818755168887e-07,5.087913699196936e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.4,2.8191131691337223,6.001490754261988e-06,1.0000168217731895,4.82345377375745e-07,5.0909571362968715e-08,2.311013475540597e-07,5.221146804432616e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.5,2.8491037347628043,6.184232724391054e-06,1.0000173303339517,4.961623931638672e-07,5.2708376607845016e-08,2.406742191083935e-07,5.356746313862689e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.6,2.8790943003918863,6.372537670874813e-06,1.000017854483735,5.103700700253579e-07,5.455654016949382e-08,2.506135016318482e-07,5.4947340990179455e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.7,2.9090848660209687,6.566574952756543e-06,1.0000183946940375,5.24979810432647e-07,5.6455087457244065e-08,2.6093267149297185e-07,5.635131638678663e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.8,2.9390754316500507,6.7665190871777895e-06,1.0000189514508038,5.400033489975454e-07,5.8405060807510316e-08,2.716456871601947e-07,5.777960066663692e-08,-6.661338147747608e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,9.9,2.969065997279133,6.972549906232582e-06,1.0000195252548607,5.554527625281595e-07,6.04075194700849e-08,2.827670051191077e-07,5.9232400578672355e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.0,2.999056562908215,7.184852718496114e-06,1.000020116622374,5.713404803903986e-07,6.246353981807873e-08,2.943115978373242e-07,6.070991859655511e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.1,3.029047128537297,7.403618475635355e-06,1.0000207260853078,5.876792952245225e-07,6.457421536755967e-08,3.062949713701729e-07,6.22123516944271e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,10.2,3.0590376941663795,7.629043944002001e-06,1.0000213541919034,6.044823739527687e-07,6.674065680069352e-08,3.187331840374211e-07,6.373989087102498e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.3,3.089028259795461,7.86133188164077e-06,1.0000220015071777,6.217632691973225e-07,6.896399219718426e-08,3.316428659863611e-07,6.52927206947159e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,10.4,3.119018825424544,8.100691220428302e-06,1.0000226686134253,6.395359309314279e-07,7.124536705551124e-08,3.450412389424256e-07,6.687101833524663e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.5,3.149009391053626,8.347337253928441e-06,1.0000233561107468,6.578147185505064e-07,7.358594450057972e-08,3.589461363367164e-07,6.847495309735688e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.6,3.178999956682708,8.601491831032614e-06,1.0000240646175838,6.766144133805222e-07,7.598690543525249e-08,3.733760251092781e-07,7.01046853642537e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.7,3.2089905223117903,8.863383555402659e-06,1.0000247947712808,6.959502314808136e-07,7.844944874867908e-08,3.8835002798397737e-07,7.176036656392638e-08,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,10.8,3.238981087940872,9.133247991025382e-06,1.000025547228656,7.15837836873344e-07,8.09747914775485e-08,4.0388794559345554e-07,7.344213760857455e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,10.9,3.2689716535699542,9.411327874056198e-06,1.0000263226665909,7.362933551816984e-07,8.356416908513054e-08,4.2001028059684564e-07,7.51501291413666e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.0,3.2989622191990366,9.697873331057502e-06,1.000027121782644,7.573333876979509e-07,8.621883575477742e-08,4.3673826178341513e-07,7.688446049020048e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.1,3.328952784828118,9.993142103944957e-06,1.000027945295671,7.789750258588751e-07,8.89400645152489e-08,4.540938691000699e-07,7.864523869787226e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,11.2,3.358943350457201,1.0297399781863228e-05,1.000028793946481,8.012358662421211e-07,9.17291475592638e-08,4.720998604835209e-07,8.043255862101593e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.3,3.388933916086283,1.061092003990608e-05,1.0000296684984935,8.241340259440742e-07,9.458739652279632e-08,4.907797977903097e-07,8.224650199193655e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.4,3.418924481715365,1.0933984885370677e-05,1.000030569738432,8.476881585112131e-07,9.75161426573192e-08,5.101580758246607e-07,8.408713701474508e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.5,3.4489150473444474,1.1266884911279358e-05,1.0000314984770304,8.719174702663955e-07,1.005167370853445e-07,5.302599502223852e-07,8.595451760034758e-08,-1.1102230246246014e-15,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,11.6,3.4789056129735294,1.1609919557759489e-05,1.0000324555497595,8.968417372405157e-07,1.0359055100651817e-07,5.511115676403764e-07,8.784868305440684e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.7,3.508896178602612,1.1963397381445824e-05,1.0000334418175838,9.22481322650806e-07,1.0673897583151929e-07,5.727399969559557e-07,8.97696574982076e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.8,3.538886744231694,1.2327636332899595e-05,1.00003445816773,9.488571948062348e-07,1.0996342330144256e-07,5.951732610455284e-07,9.171744856378781e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,11.9,3.568877309860776,1.2702964042602611e-05,1.0000355055144925,9.75990945661382e-07,1.1326532574171217e-07,6.184403690332633e-07,9.369204778404232e-08,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,12.0,3.5988678754898578,1.3089718115625376e-05,1.000036584800048,1.003904809912874e-06,1.166461360226036e-07,6.425713516320638e-07,9.569342897001465e-08,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.1,3.62885844111894,1.3488246435390356e-05,1.0000376969953135,1.0326216848115803e-06,1.201073276566562e-07,6.675972956382475e-07,9.772154785295599e-08,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.2,3.658849006748023,1.3898907476378667e-05,1.0000388431008087,1.0621651503272368e-06,1.236503949410755e-07,6.93550380584672e-07,9.977634110533507e-08,-1.3322676295495217e-15,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,12.3,3.6888395723771046,1.4322070626731735e-05,1.0000400241475662,1.092559490261534e-06,1.2727685283407276e-07,7.204639166326404e-07,1.0185772518716005e-07,-1.1102230246246014e-15,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,12.4,3.7188301380061866,1.4758116520423073e-05,1.0000412411980508,1.1238297138357389e-06,1.3098823714116396e-07,7.48372383903623e-07,1.0396559561442693e-07,-1.1102230246246014e-15,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,12.5,3.748820703635269,1.5207437379614162e-05,1.000042495347123,1.1560015779377296e-06,1.3478610443717978e-07,7.773114718054323e-07,1.0609982587772641e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.6,3.778811269264351,1.567043736748422e-05,1.0000437877230202,1.18910161021605e-06,1.386720321004211e-07,8.07318121883524e-07,1.0826026577689437e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.7,3.8088018348934334,1.6147532951742755e-05,1.0000451194883713,1.2231571328063272e-06,1.426476183680101e-07,8.384305707177227e-07,1.1044674087471384e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.8,3.8387924005225154,1.6639153279235846e-05,1.000046491841247,1.2581962867681398e-06,1.467144822805353e-07,8.706883941267619e-07,1.1265905085588801e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,12.9,3.868782966151597,1.714574056197223e-05,1.0000479060162328,1.2942480573943391e-06,1.5087426378445908e-07,9.041325539645324e-07,1.1489696811011037e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.0,3.8987735317806793,1.766775047479722e-05,1.0000493632855456,1.3313423001897102e-06,1.5512862378825518e-07,9.388054452099892e-07,1.1716023670213669e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.1,3.9287640974097617,1.8205652565385893e-05,1.0000508649601727,1.3695097678271498e-06,1.59479244114253e-07,9.747509455742934e-07,1.1944857082931508e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.2,3.958754663038844,1.875993067653301e-05,1.000052412391057,1.4087821378756996e-06,1.639278276927632e-07,1.0120144669131244e-06,1.21761653527752e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.3,3.988745228667926,1.9331083381333903e-05,1.0000540069703103,1.4491920413215922e-06,1.684760985377352e-07,1.050643007533938e-06,1.2409913498166154e-07,-1.3322676295495217e-15,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,256,13.4,4.018735794297008,1.991962443170849e-05,1.0000556501324658,1.4907730921878556e-06,1.7312580182297962e-07,1.0906852066572538e-06,1.2646063145300256e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.5,4.04872635992609,2.05260832204754e-05,1.0000573433557705,1.5335599178942643e-06,1.7787870403119878e-07,1.132191401544764e-06,1.288457237367601e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.6,4.078716925555172,2.1151005257543876e-05,1.0000590881635152,1.5775881907092316e-06,1.8273659295528842e-07,1.1752136847722809e-06,1.3125395571840984e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.7,4.108707491184255,2.179495266059772e-05,1.0000608861254052,1.622894660166222e-06,1.8770127776015314e-07,1.2198059656072003e-06,1.3368483253944926e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,13.8,4.138698056813337,2.2458504660705068e-05,1.000062738858972,1.6695171864945645e-06,1.9277458905201555e-07,1.2660240315628964e-06,1.3613781986863057e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,13.9,4.168688622442419,2.3142258123392465e-05,1.0000646480310331,1.7174947751267602e-06,1.9795837890743722e-07,1.3139256134012883e-06,1.386123419520312e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.0,4.198679188071501,2.3846828085360857e-05,1.0000666153591875,1.7668676122344246e-06,2.032545208952541e-07,1.3635704510881573e-06,1.411077798232249e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.1,4.228669753700583,2.457284830793796e-05,1.0000686426133665,1.8176771016197277e-06,2.086649100225914e-07,1.41502036397124e-06,1.4362347038003385e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.2,4.258660319329666,2.5320971846938057e-05,1.000070731617421,1.8699659024480869e-06,2.141914627738249e-07,1.4683393204631516e-06,1.4615870418156298e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.3,4.288650884958748,2.6091871640286324e-05,1.0000728842507705,1.923777968528481e-06,2.1983611692082842e-07,1.5235935133114671e-06,1.4871272406065954e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.4,4.31864145058783,2.688624111308868e-05,1.000075102450089,1.979158588507928e-06,2.2560083157046203e-07,1.5808514341393486e-06,1.51284723015319e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.5,4.348632016216912,2.770479480153498e-05,1.0000773882110503,2.036154427625962e-06,2.3148758692359522e-07,1.6401839533583084e-06,1.5387384278682976e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.6,4.378622581845994,2.854826899561038e-05,1.0000797435901252,2.0948135707240905e-06,2.374983841909104e-07,1.7016644014204357e-06,1.5647917158293725e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.7,4.4086131474750765,2.941742240131192e-05,1.0000821707064338,2.1551855665193757e-06,2.436352454510496e-07,1.7653686527541182e-06,1.5909974225981865e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.8,4.438603713104159,3.031303682315928e-05,1.000084671743651,2.2173214734130986e-06,2.49900213410783e-07,1.8313752123492205e-06,1.6173452987723806e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,14.9,4.46859427873324,3.123591786739142e-05,1.0000872489519712,2.2812739067545417e-06,2.562953512282166e-07,1.8997653065496328e-06,1.6438244983238905e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.0,4.498584844362322,3.218689566666659e-05,1.00008990465014,2.3470970875859525e-06,2.628227423344689e-07,1.970622975564734e-06,1.670423555576717e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.1,4.528575409991404,3.316682562670608e-05,1.000092641227535,2.414846892952283e-06,2.694844901664205e-07,2.0440351695987373e-06,1.697130355799728e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.2,4.558565975620487,3.417658919576477e-05,1.000095461146323,2.4845809078681937e-06,2.762827179590348e-07,2.120091848507007e-06,1.723932117668563e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.3,4.588556541249569,3.521709465746127e-05,1.0000983669436732,2.55635847886119e-06,2.832195685443109e-07,2.198886084170172e-06,1.750815360115675e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.4,4.618547106878651,3.628927794780184e-05,1.0001013612340413,2.6302407693270104e-06,2.902972040992222e-07,2.280514166920459e-06,1.7777658840026805e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.5,4.648537672507733,3.739410349708543e-05,1.000104446711527,2.7062908166604112e-06,2.975178059303614e-07,2.3650757151854067e-06,1.8047687373122586e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.6,4.678528238136815,3.853256509737446e-05,1.000107626152298,2.7845735912190592e-06,3.048835742485807e-07,2.4526737895831296e-06,1.8318081906618145e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.7,4.708518803765898,3.970568679640408e-05,1.0001109024170896,2.865156057021404e-06,3.123967279210584e-07,2.543415009296836e-06,1.8588677098315134e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.8,4.73850936939498,4.0914523818689625e-05,1.0001142784537806,2.948107234644501e-06,3.2005950430096417e-07,2.637409673769373e-06,1.8859299272548745e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,15.9,4.768499935024062,4.216016351481278e-05,1.0001177573000504,3.0334982660890152e-06,3.2787415890218774e-07,2.734771888616132e-06,1.912976608632093e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,16.0,4.798490500653144,4.3443726339353305e-05,1.0001213420861128,3.121402481572592e-06,3.358429652468028e-07,2.83561969424288e-06,1.939988622723071e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,16.1,4.828481066282227,4.476636685885519e-05,1.0001250360375342,3.211895468690084e-06,3.439682145681852e-07,2.940075200715297e-06,1.966945920627961e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.2,4.858471631911308,4.612927479025425e-05,1.0001288424781432,3.305055143602529e-06,3.52252215560058e-07,3.0482647254927694e-06,1.9938274892896442e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,16.3,4.888462197540391,4.753367607113103e-05,1.0001327648330172,3.4009618247841773e-06,3.606972940702267e-07,3.1603189373238923e-06,2.0206113313430385e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,16.4,4.918452763169472,4.898083396234544e-05,1.0001368066315754,3.4996983088272805e-06,3.693057928462312e-07,3.276373003083006e-06,2.047274428812575e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.5,4.948443328798555,5.047205018443545e-05,1.0001409715107523,3.601349949029364e-06,3.780800711835758e-07,3.396566742133664e-06,2.073792706617997e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.6,4.978433894427638,5.200866608844708e-05,1.0001452632182768,3.706004736253869e-06,3.870225045758605e-07,3.5210447834087025e-06,2.100141004160419e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.7,5.008424460056719,5.359206386252056e-05,1.000149685616047,3.813753382594416e-06,3.9613548435806875e-07,3.649956729244223e-06,2.126293034268456e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.8,5.038415025685802,5.522366777512296e-05,1.00015424268361,3.924689407577993e-06,4.0542141732690897e-07,3.7834573236819815e-06,2.152221352743594e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,16.9,5.068405591314883,5.690494545629388e-05,1.0001589385217455,4.038909227419248e-06,4.148827253037025e-07,3.921706628367085e-06,2.1778973160439909e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,17.0,5.0983961569439655,5.8637409217595744e-05,1.000163777356167,4.156512246801169e-06,4.2452184471667046e-07,4.064870201485094e-06,2.2032910474815307e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,17.1,5.128386722573048,6.042261741257436e-05,1.0001687635413177,4.277600953919779e-06,4.343412261470201e-07,4.213119284882646e-06,2.228371393875228e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,17.2,5.1583772882021295,6.22621758385094e-05,1.0001739015643063,4.402281018633222e-06,4.443433338532128e-07,4.366630997315969e-06,2.2531058851324226e-07,-1.1102230246246014e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,17.3,5.188367853831212,6.41577391807236e-05,1.000179196048944,4.53066139349304e-06,4.545306453232219e-07,4.525588532919122e-06,2.277460697067805e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,17.400000000000002,5.218358419460294,6.611101250106169e-05,1.000184651759911,4.662854418406892e-06,4.649056507833261e-07,4.690181367545531e-06,2.301400606839163e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,17.5,5.248348985089376,6.812375277156581e-05,1.000190273607052,4.798975928455018e-06,4.754708526658165e-07,4.860605471690944e-06,2.3248889417923307e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,17.6,5.278339550718459,7.019777045488214e-05,1.0001960666498035,4.939145365394897e-06,4.862287652162553e-07,5.037063530375409e-06,2.3478875427422954e-07,-1.3322676295495217e-15,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,17.7,5.30833011634754,7.233493113279011e-05,1.000202036101751,5.083485892624468e-06,4.971819139103316e-07,5.21976517021192e-06,2.3703567162039147e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,17.8,5.338320681976623,7.453715718423325e-05,1.000208187335329,5.232124513973787e-06,5.083328351025757e-07,5.408927194927078e-06,2.392255183667405e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,17.900000000000002,5.368311247605705,7.68064295145413e-05,1.0002145258866644,5.385192196372251e-06,5.196840754915364e-07,5.604773828093902e-06,2.413540039733171e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.0,5.398301813234787,7.914478933730111e-05,1.000221057460569,5.542823996500401e-06,5.312381916836466e-07,5.807536963664609e-06,2.4341666966432294e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.1,5.42829237886387,8.155434001034277e-05,1.000227787935678,5.705159191524011e-06,5.429977497909424e-07,6.017456426207791e-06,2.4540888394790864e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.2,5.458282944492951,8.4037248927765e-05,1.0002347233697555,5.872341414128403e-06,5.54965325011072e-07,6.234780238283152e-06,2.47325837476352e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.3,5.488273510122034,8.659574946950636e-05,1.0002418700051563,6.044518791979583e-06,5.671435012355175e-07,6.4597648981069895e-06,2.4916253813415004e-07,-1.3322676295495217e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.4,5.518264075751116,8.92321430102469e-05,1.000249234274451,6.221844091649746e-06,5.795348706962235e-07,6.692675665647297e-06,2.50913805766678e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.5,5.548254641380198,9.194880098950218e-05,1.000256822806229,6.404474867306554e-06,5.921420336032662e-07,6.9337868584935e-06,2.525742677657416e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.6,5.578245207009281,9.474816704477745e-05,1.0002646424310817,6.592573614298669e-06,6.049675978150185e-07,7.183382158038129e-06,2.541383530469537e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.7,5.608235772638362,9.763275920955424e-05,1.0002727001877538,6.786307927600446e-06,6.180141785070325e-07,7.441754925407794e-06,2.556002879065528e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,18.8,5.638226338267445,0.0001006051721782,1.0002810033295022,6.985850665593798e-06,6.312843979469768e-07,7.70920852809431e-06,2.569540902084687e-07,-8.881784196996811e-16,-1.3322676295495217e-15,open_errors,,,,,,
0.8,0.3,256,18.9,5.668216903896527,0.0001036680796403,1.0002895593306336,7.1913801191222775e-06,6.447808851695194e-07,7.986056677584033e-06,2.581935654601351e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,19.0,5.698207469525609,0.000106824236685,1.0002983758932489,7.403080186074917e-06,6.585062757416781e-07,8.272623778542018e-06,2.593123007698288e-07,-1.1102230246246014e-15,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,19.1,5.728198035154691,0.0001100764822796,1.000307460954194,7.621140551687539e-06,6.724632115897123e-07,8.569245288902317e-06,2.603036609266008e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,19.2,5.758188600783773,0.0001134277418234,1.0003168226922217,7.845756874729588e-06,6.866543408183489e-07,8.876268092667526e-06,2.611607834317175e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,19.3,5.788179166412856,0.0001168810297785,1.0003264695353715,8.077130979874954e-06,7.010823175464865e-07,9.194050885075906e-06,2.618765743038556e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,19.4,5.818169732041937,0.0001204394523818,1.0003364101685774,8.315471056176757e-06,7.157498018613117e-07,9.522964570583074e-06,2.624437037509052e-07,-8.881784196996811e-16,-1.3322676295495217e-15,open_errors,,,,,,
0.8,0.3,256,19.5,5.848160297671019,0.000124106210439,1.0003466535415062,8.560991862256101e-06,7.306594597021874e-07,9.863392673662133e-06,2.6285460191536745e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
0.8,0.3,256,19.6,5.878150863300101,0.0001278846022036,1.0003572088766393,8.813914937957183e-06,7.45813963005231e-07,1.0215731763979496e-05,2.631014561574239e-07,-8.881784196996811e-16,-8.881784196996811e-16,open_errors,,,,,,
0.8,0.3,256,19.7,5.908141428929183,0.0001317780263436,1.0003680856775945,9.07446882332295e-06,7.61215989675194e-07,1.058039189579006e-05,2.631762075437143e-07,-8.881784196996811e-16,-1.1102230246246014e-15,open_errors,,,,,,
