N,Z,closure,intensity,pdf_ref,pdf_finite
512,15.0,open,1.0666997119020902,0.1577739680642664,0.0788869840321332
512,15.0,open,1.0682471194243535,0.07888698403214452,0.0
512,15.0,open,1.069794526946617,0.1577739680642664,0.0
512,15.0,corrected,0.9478166851296338,0.07901575183467661,0.07901575183467661
512,15.0,corrected,0.9493615709234867,0.31606300733870646,0.31606300733870646
512,15.0,corrected,0.9509064567173395,0.2370472555040469,0.2370472555040469
512,15.0,corrected,0.9524513425111925,0.15803150366935323,0.15803150366935323
512,15.0,corrected,0.9539962283050454,0.3950787591733831,0.3950787591733831
512,15.0,corrected,0.9555411140988983,0.5531102628427363,0.5531102628427363
512,15.0,corrected,0.9570859998927512,0.9481890220161876,0.9481890220161876
512,15.0,corrected,0.958630885686604,0.4740945110080597,0.4740945110080597
