N,Z,closure,realization,max_finite,max_ref,delta_max
512,15.0,corrected,36,1.028347703983846,1.0282751258013383,7.257818250772097e-05
512,15.0,corrected,37,1.0394557809835328,1.039380062330851,7.57186526818554e-05
512,15.0,corrected,38,1.0228619902459914,1.0228966860610862,-3.4695815094742954e-05
512,15.0,corrected,39,1.0333573320951404,1.033331011527265,2.632056787543746e-05
512,15.0,corrected,40,1.0174827347418558,1.0175100377489976,-2.730300714182121e-05
512,15.0,corrected,41,1.0291872370333364,1.0291741046269043,1.3132406432081467e-05
512,15.0,corrected,42,1.0706351057409391,1.0705682307077486,6.687503319047217e-05
512,15.0,corrected,43,1.0557024321889241,1.0557232464578148,-2.081426889066762e-05
512,15.0,corrected,44,1.0168578148854868,1.016868838669458,-1.1023783971220169e-05
512,15.0,corrected,45,1.0284466901989913,1.0285091821266974,-6.249192770613199e-05
512,15.0,corrected,46,1.027487904206901,1.0274449283366243,4.29758702766847e-05
512,15.0,corrected,47,1.0306876581528217,1.030662849389712,2.4808763109618326e-05
512,15.0,corrected,48,1.0440160532314409,1.044029446604324,-1.3393372883196974e-05
512,15.0,corrected,49,1.0166331946642875,1.016624208751063,8.985913224401898e-06
512,15.0,corrected,50,1.0571794161400496,1.057182317198013,-2.9010579634114464e-06
512,15.0,corrected,51,1.0456222473013943,1.0455938253359296,2.8421965464708876e-05
512,15.0,corrected,52,1.0331560438305176,1.0331707918238475,-1.4747993329899955e-05
512,15.0,corrected,53,1.0208399377427224,1.0208159346285268,2.400311419559209e-05
512,15.0,corrected,54,1.0380053541930723,1.0380751870340923,-6.98328410200233e-05
512,15.0,corrected,55,1.0191420097058999,1.0191609329306897,-1.8923224789801907e-05
512,15.0,corrected,56,1.0184954685444796,1.0184922915429002,3.1770015793686213e-06
512,15.0,corrected,57,1.0293444856978269,1.0293559656730178,-1.1479975190908931e-05
512,15.0,corrected,58,1.038131368643775,1.0381297328208872,1.6358228878132763e-06
512,15.0,corrected,59,1.0280383368762802,1.0280919723060629,-5.3635429782650235e-05
512,15.0,corrected,60,1.0313044444214663,1.031376953436061,-7.250901459476822e-05
512,15.0,corrected,61,1.0242142805720182,1.0242244551951165,-1.0174623098269109e-05
512,15.0,corrected,62,1.0472400903892274,1.0471397761343644,0.00010031425486300982
512,15.0,corrected,63,1.0311011935607781,1.0310210377970646,8.015576371356303e-05
128,20.0,open,0,1.050483403944152,1.0412021042418984,0.009281299702253554
128,20.0,open,1,1.1523859417813584,1.1772377424472815,-0.024851800665923074
128,20.0,open,2,1.1042543945178356,1.081758847837771,0.022495546680064482
128,20.0,open,3,1.1473341778071762,1.1604247815264523,-0.013090603719276173
128,20.0,open,4,1.204483464058491,1.211953871605438,-0.0074704075469471665
128,20.0,open,5,1.0836825032255066,1.0781833710809383,0.0054991321445683194
128,20.0,open,6,1.1236089114948355,1.0876526191576898,0.0359562923371457
128,20.0,open,7,1.0732348929873634,1.02925279579096,0.043982097196403336
128,20.0,open,8,1.0819417522699935,1.107899213471442,-0.025957461201448595
128,20.0,open,9,0.986573782435295,1.022939276403792,-0.036365493968496865
128,20.0,open,10,1.124890967845699,1.089734865831168,0.03515610201453101
128,20.0,open,11,1.0829002721743055,1.0661422342376707,0.016758037936634773
128,20.0,open,12,1.1164958450987599,1.0904641679570835,0.026031677141676424
128,20.0,open,13,1.0205803250268812,1.0222426080376434,-0.001662283010762211
128,20.0,open,14,1.0960391553220687,1.0764699254809698,0.01956922984109899
128,20.0,open,15,1.0029472442406353,0.9837061591413606,0.01924108509927469
128,20.0,open,16,1.0796588570617047,1.0627850076309628,0.016873849430741883
128,20.0,open,17,1.0237324736888214,0.9830257050339289,0.04070676865489242
128,20.0,open,18,1.0798571801264556,1.0435758904658645,0.036281289660591076
128,20.0,open,19,1.1279509173425661,1.0639223905933815,0.06402852674918469
128,20.0,open,20,1.0171560100197474,1.016001096978116,0.0011549130416315112
128,20.0,open,21,1.03501529728533,1.047484158310251,-0.012468861024921063
128,20.0,open,22,1.0113195144896343,1.0015773511129265,0.009742163376707857
128,20.0,open,23,1.0647104030368166,1.0788574721830202,-0.014147069146203561
128,20.0,open,24,1.1171605172035577,1.0874033969136108,0.029757120289946926
128,20.0,open,25,0.995980385281603,1.0222518320274436,-0.026271446745840588
128,20.0,open,26,1.122006790288552,1.1143967240500052,0.007610066238546764
128,20.0,open,27,1.0840803278919864,1.088319275223729,-0.004238947331742571
128,20.0,open,28,1.1210476357229229,1.0948259986744397,0.026221637048483126
128,20.0,open,29,1.0717358176365457,1.0754751809677554,-0.003739363331209722
128,20.0,open,30,1.110284294912025,1.1188721560929324,-0.008587861180907375
128,20.0,open,31,1.0817554527301234,1.0608896508001202,0.020865801930003203
128,20.0,open,32,1.0908771607238978,1.1112951781134677,-0.02041801738956983
128,20.0,open,33,1.0648032303098054,1.0274632264647878,0.037340003845017566
128,20.0,open,34,1.116143278333237,1.0901984193056533,0.0259448590275837
128,20.0,open,35,1.1892124683133611,1.1782133835764144,0.010999084736946774
128,20.0,open,36,1.0248039655642303,1.0000710822913608,0.024732883272869488
128,20.0,open,37,1.137632198083675,1.1103125101625768,0.02731968792109818
128,20.0,open,38,1.0389856307964627,0.9997942909852633,0.03919133981119938
128,20.0,open,39,1.1353431993850802,1.089064738592801,0.04627846079227926
128,20.0,open,40,1.0510940441127667,1.0572728557457565,-0.0061788116329897225
128,20.0,open,41,1.091914128435779,1.0894630833500576,0.0024510450857213595
128,20.0,open,42,1.2202954491016076,1.2976391357218766,-0.07734368662026903
128,20.0,open,43,1.2561260999078352,1.2266380355837925,0.029488064324042718
128,20.0,open,44,1.081221946389763,1.0630792374150946,0.01814270897466841
128,20.0,open,45,1.0153585298661851,1.0186526867459371,-0.003294156879751986
128,20.0,open,46,1.0525583530162685,1.0390158715621969,0.013542481454071664
128,20.0,open,47,1.113478726677009,1.111894175788019,0.0015845508889900106
128,20.0,open,48,1.0793019296893538,1.0750892719930825,0.004212657696271327
128,20.0,open,49,1.0811861781110983,1.0481085048400849,0.03307767327101341
128,20.0,open,50,1.07208899168384,1.0704321762430276,0.0016568154408125313
128,20.0,open,51,1.0881530765595062,1.0996197640070087,-0.011466687447502455
128,20.0,open,52,1.0556931029027867,1.032544727219493,0.023148375683293754
128,20.0,open,53,1.0635823384782237,1.0517982609032044,0.011784077575019314
128,20.0,open,54,1.1111191491622887,1.117888450540013,-0.006769301377724357
128,20.0,open,55,1.0306101348031724,1.019907682815831,0.010702451987341322
128,20.0,open,56,1.080523625645718,1.0590863573942018,0.02143726825151626
128,20.0,open,57,1.0825320689307552,1.0941296691569216,-0.011597600226166405
128,20.0,open,58,1.1772515813588382,1.1392269876996417,0.038024593659196526
128,20.0,open,59,0.9947202063608783,0.9986602593900546,-0.003940053029176327
128,20.0,open,60,1.0521029806968756,1.047222432104243,0.00488054859263265
128,20.0,open,61,1.0946425636994652,1.0921314939695237,0.0025110697299415285
128,20.0,open,62,1.1362388248626485,1.1322828136828393,0.003956011179809149
128,20.0,open,63,1.0910612258306411,1.1055641625497432,-0.014502936719102077
128,20.0,corrected,0,1.0412438376853177,1.0412021042418984,4.173344341928953e-05
128,20.0,corrected,1,1.1751830634626972,1.1772377424472815,-0.002054678984584335
128,20.0,corrected,2,1.0790190827433386,1.081758847837771,-0.0027397650944325225
128,20.0,corrected,3,1.1609479405206045,1.1604247815264523,0.0005231589941521175
128,20.0,corrected,4,1.213026561783427,1.211953871605438,0.0010726901779889442
128,20.0,corrected,5,1.0819640258410474,1.0781833710809383,0.0037806547601091367
128,20.0,corrected,6,1.0862151074109678,1.0876526191576898,-0.00143751174672202
128,20.0,corrected,7,1.027459802858486,1.02925279579096,-0.0017929929324740357
128,20.0,corrected,8,1.1093054230953854,1.107899213471442,0.001406209623943333
128,20.0,corrected,9,1.0241027015074737,1.022939276403792,0.0011634251036818366
128,20.0,corrected,10,1.0896680601048103,1.089734865831168,-6.680572635775484e-05
128,20.0,corrected,11,1.0669521147738608,1.0661422342376707,0.0008098805361900219
128,20.0,corrected,12,1.0891847465967146,1.0904641679570835,-0.0012794213603688487
128,20.0,corrected,13,1.0226206732064218,1.0222426080376434,0.00037806516877836316
128,20.0,corrected,14,1.0819093699896098,1.0764699254809698,0.00543944450864009
128,20.0,corrected,15,0.9838775516651189,0.9837061591413606,0.00017139252375830694
128,20.0,corrected,16,1.0628107949783423,1.0627850076309628,2.578734737945787e-05
128,20.0,corrected,17,0.982426897578494,0.9830257050339289,-0.0005988074554349465
128,20.0,corrected,18,1.0432924938181414,1.0435758904658645,-0.0002833966477231442
128,20.0,corrected,19,1.0629284188102974,1.0639223905933815,-0.0009939717830840245
128,20.0,corrected,20,1.0159557797578371,1.016001096978116,-4.5317220278784376e-05
128,20.0,corrected,21,1.0490345957084184,1.047484158310251,0.0015504373981674036
128,20.0,corrected,22,1.0010755180703705,1.0015773511129265,-0.0005018330425559103
128,20.0,corrected,23,1.079215486617567,1.0788574721830202,0.0003580144345467495
128,20.0,corrected,24,1.0870403456674531,1.0874033969136108,-0.00036305124615765294
128,20.0,corrected,25,1.0208915110373156,1.0222518320274436,-0.001360320990128061
128,20.0,corrected,26,1.114120230225423,1.1143967240500052,-0.0002764938245822801
128,20.0,corrected,27,1.0878576867718337,1.088319275223729,-0.0004615884518952562
128,20.0,corrected,28,1.0951261946435844,1.0948259986744397,0.0003001959691446565
128,20.0,corrected,29,1.0738617908874386,1.0754751809677554,-0.001613390080316801
128,20.0,corrected,30,1.1162496160692776,1.1188721560929324,-0.002622540023654807
128,20.0,corrected,31,1.058757540836574,1.0608896508001202,-0.0021321099635462915
128,20.0,corrected,32,1.11231123499763,1.1112951781134677,0.0010160568841623974
128,20.0,corrected,33,1.0295768165979202,1.0274632264647878,0.0021135901331323925
128,20.0,corrected,34,1.0897444305001307,1.0901984193056533,-0.00045398880552260934
128,20.0,corrected,35,1.1783398883082346,1.1782133835764144,0.0001265047318201873
128,20.0,corrected,36,0.999708663890285,1.0000710822913608,-0.0003624184010757592
128,20.0,corrected,37,1.1112568826041926,1.1103125101625768,0.0009443724416158261
128,20.0,corrected,38,0.998308400742756,0.9997942909852633,-0.0014858902425073373
128,20.0,corrected,39,1.0889382819809936,1.089064738592801,-0.00012645661180732404
128,20.0,corrected,40,1.0585003524326986,1.0572728557457565,0.001227496686942109
128,20.0,corrected,41,1.0890602881820604,1.0894630833500576,-0.0004027951679972386
128,20.0,corrected,42,1.2992165884324696,1.2976391357218766,0.0015774527105929526
128,20.0,corrected,43,1.2295035881772405,1.2266380355837925,0.0028655525934480064
128,20.0,corrected,44,1.0626170326028732,1.0630792374150946,-0.00046220481222136733
128,20.0,corrected,45,1.0181528125522312,1.0186526867459371,-0.0004998741937058959
128,20.0,corrected,46,1.0391086684099555,1.0390158715621969,9.279684775864716e-05
128,20.0,corrected,47,1.1150718855321446,1.111894175788019,0.0031777097441256785
128,20.0,corrected,48,1.0770258586173964,1.0750892719930825,0.0019365866243139518
128,20.0,corrected,49,1.0479495003544836,1.0481085048400849,-0.00015900448560124403
128,20.0,corrected,50,1.0710690438767676,1.0704321762430276,0.0006368676337400458
128,20.0,corrected,51,1.0998703308411668,1.0996197640070087,0.0002505668341581391
128,20.0,corrected,52,1.0317503508460564,1.032544727219493,-0.0007943763734366005
128,20.0,corrected,53,1.0535072723144923,1.0517982609032044,0.0017090114112878751
128,20.0,corrected,54,1.1166909454254828,1.117888450540013,-0.0011975051145303173
128,20.0,corrected,55,1.0218730612024103,1.019907682815831,0.001965378386579175
128,20.0,corrected,56,1.0606376476373722,1.0590863573942018,0.0015512902431704667
128,20.0,corrected,57,1.0960490546399606,1.0941296691569216,0.0019193854830390489
128,20.0,corrected,58,1.140041054349876,1.1392269876996417,0.000814066650234313
128,20.0,corrected,59,0.9954832434538533,0.9986602593900546,-0.003177015936201344
128,20.0,corrected,60,1.0445625451732758,1.047222432104243,-0.0026598869309670814
128,20.0,corrected,61,1.0937121933778162,1.0921314939695237,0.0015806994082925296
128,20.0,corrected,62,1.128045302131303,1.1322828136828393,-0.004237511551536288
128,20.0,corrected,63,1.104235914858642,1.1055641625497432,-0.001328247691101181
256,20.0,open,0,1.0586507805739467,1.0552684411121276,0.003382339461819095
256,20.0,open,1,1.1641345308364541,1.1772377424472815,-0.013103211610827392
256,20.0,open,2,1.096434985203817,1.081758847837771,0.014676137366046005
256,20.0,open,3,1.1531096781082368,1.1604247815264523,-0.007315103418215507
256,20.0,open,4,1.2112478648724245,1.211953871605438,-0.0007060067330135755
256,20.0,open,5,1.0895534100050892,1.0796564899393417,0.009896920065747494
256,20.0,open,6,1.1071220822750318,1.0876526191576898,0.01946946311734199
256,20.0,open,7,1.0546319759587564,1.0323702580220475,0.022261717936708836
256,20.0,open,8,1.0903030604788777,1.107899213471442,-0.01759615299256434
256,20.0,open,9,1.1140037397199802,1.1109611101024024,0.003042629617577841
256,20.0,open,10,1.1103584082796525,1.089734865831168,0.02062354244848441
256,20.0,open,11,1.0758117540095604,1.0661422342376707,0.009669519771889679
256,20.0,open,12,1.1484140479457197,1.1351160982824995,0.013297949663220177
256,20.0,open,13,1.065941782089756,1.0655228125561809,0.0004189695335752308
256,20.0,open,14,1.1550041772583446,1.1284916290378921,0.02651254822045246
256,20.0,open,15,1.0562859830638245,1.0511024780488496,0.005183505014974887
256,20.0,open,16,1.0724559330579664,1.0627850076309628,0.00967092542700354
256,20.0,open,17,1.0936141378779514,1.0933419722785567,0.0002721655993946914
256,20.0,open,18,1.0637960737721843,1.0435758904658645,0.020220183306319806
256,20.0,open,19,1.098273862703954,1.0639223905933815,0.034351472110572656
256,20.0,open,20,1.1248354403219631,1.143687471338905,-0.018852031016941773
256,20.0,open,21,1.1227022175241335,1.1268025019664987,-0.00410028444236521
256,20.0,open,22,1.0582081337177622,1.0523969183875623,0.005811215330199904
256,20.0,open,23,1.0718556632592204,1.0788574721830202,-0.007001808923799757
256,20.0,open,24,1.1062547587895204,1.0874033969136108,0.018851361875909634
256,20.0,open,25,1.193355906842794,1.1895670010504935,0.003788905792300401
256,20.0,open,26,1.1194034821107484,1.1143967240500052,0.005006758060743133
256,20.0,open,27,1.0854063523777644,1.088319275223729,-0.0029129228459645606
256,20.0,open,28,1.1083525971939314,1.0948259986744397,0.013526598519491673
256,20.0,open,29,1.0724127614705234,1.0754751809677554,-0.0030624194972319607
256,20.0,open,30,1.1163619802020348,1.1208111416204818,-0.0044491614184469785
256,20.0,open,31,1.0725114970372416,1.0608896508001202,0.01162184623712137
256,20.0,open,32,1.1029107146057078,1.1112951781134677,-0.008384463507759898
256,20.0,open,33,1.0473059730567928,1.0346602166078345,0.012645756448958378
256,20.0,open,34,1.10461228845116,1.0901984193056533,0.014413869145506686
256,20.0,open,35,1.186736777669112,1.1782133835764144,0.008523394092697645
256,20.0,open,36,1.071214103803726,1.0765459832852928,-0.005331879481566881
256,20.0,open,37,1.1261269926824318,1.1103125101625768,0.015814482519854955
256,20.0,open,38,1.0318900507933333,1.0300166395349948,0.0018734112583385087
256,20.0,open,39,1.1168219331055365,1.089064738592801,0.027757194512735506
256,20.0,open,40,1.072654774423593,1.0597364266938005,0.012918347729792501
256,20.0,open,41,1.123764146367567,1.1131607495302847,0.010603396837282286
256,20.0,open,42,1.3077730462889285,1.3401261012553272,-0.03235305496639862
256,20.0,open,43,1.2490389874208423,1.2266380355837925,0.02240095183704982
256,20.0,open,44,1.074585067811776,1.0630792374150946,0.011505830396681516
256,20.0,open,45,1.0674977205080924,1.0847580613706875,-0.01726034086259509
256,20.0,open,46,1.0461721413453409,1.0390158715621969,0.007156269783143987
256,20.0,open,47,1.1282338542770118,1.1198691282680253,0.008364726008986523
256,20.0,open,48,1.1935933681397548,1.1875919889423698,0.006001379197384971
256,20.0,open,49,1.0772872637953903,1.0734446003010185,0.0038426634943717897
256,20.0,open,50,1.0710806604303635,1.0707030042701493,0.00037765616021423476
256,20.0,open,51,1.113186527474918,1.11632867548998,-0.003142148015061963
256,20.0,open,52,1.0493123841207987,1.032544727219493,0.016767656901305772
256,20.0,open,53,1.0774033624308381,1.0637240294106527,0.013679333020185425
256,20.0,open,54,1.1739254525640348,1.1554774640208254,0.018447988543209393
256,20.0,open,55,1.0387705486957646,1.019907682815831,0.018862865879933466
256,20.0,open,56,1.0780383472752166,1.0652844150810064,0.012753932194210282
256,20.0,open,57,1.1135694917009051,1.122306419958049,-0.008736928257143894
256,20.0,open,58,1.1611326637492958,1.1392269876996417,0.0219056760496541
256,20.0,open,59,1.0754669205235703,1.088551932378557,-0.013085011854986783
256,20.0,open,60,1.0936403178371086,1.0808972167088327,0.012743101128275924
256,20.0,open,61,1.0932304560524018,1.0921314939695237,0.0010989620828780744
256,20.0,open,62,1.1661679910240574,1.1525429791886834,0.013625011835374012
256,20.0,open,63,1.1409493342313466,1.1348138230498324,0.0061355111815142305
256,20.0,corrected,0,1.0562528647958205,1.0552684411121276,0.0009844236836928921
256,20.0,corrected,1,1.177252651541903,1.1772377424472815,1.490909462154022e-05
256,20.0,corrected,2,1.0815412425342648,1.081758847837771,-0.00021760530350634077
256,20.0,corrected,3,1.1613265455742363,1.1604247815264523,0.0009017640477839706
256,20.0,corrected,4,1.2121099872370966,1.211953871605438,0.0001561156316585155
256,20.0,corrected,5,1.079827893695951,1.0796564899393417,0.00017140375660917861
256,20.0,corrected,6,1.0875611171925061,1.0876526191576898,-9.150196518370457e-05
256,20.0,corrected,7,1.0323670621922147,1.0323702580220475,-3.195829832769448e-06
256,20.0,corrected,8,1.1075333615361511,1.107899213471442,-0.0003658519352909284
256,20.0,corrected,9,1.1110556200765302,1.1109611101024024,9.450997412785433e-05
256,20.0,corrected,10,1.0892521949724063,1.089734865831168,-0.00048267085876174676
256,20.0,corrected,11,1.0661209048030154,1.0661422342376707,-2.132943465538162e-05
256,20.0,corrected,12,1.135635920802195,1.1351160982824995,0.000519822519695623
256,20.0,corrected,13,1.0661058753289483,1.0655228125561809,0.0005830627727674287
256,20.0,corrected,14,1.1274562585015895,1.1284916290378921,-0.0010353705363026489
256,20.0,corrected,15,1.051055941527191,1.0511024780488496,-4.6536521658646635e-05
256,20.0,corrected,16,1.0627821107437951,1.0627850076309628,-2.896887167702644e-06
256,20.0,corrected,17,1.0929134558698832,1.0933419722785567,-0.00042851640867347385
256,20.0,corrected,18,1.0442422397446562,1.0435758904658645,0.0006663492787917225
256,20.0,corrected,19,1.0642858020789296,1.0639223905933815,0.0003634114855481929
256,20.0,corrected,20,1.1436105326957606,1.143687471338905,-7.693864314428644e-05
256,20.0,corrected,21,1.1274191895644914,1.1268025019664987,0.0006166875979927156
256,20.0,corrected,22,1.0527652465604571,1.0523969183875623,0.0003683281728947829
256,20.0,corrected,23,1.078137190117546,1.0788574721830202,-0.0007202820654741426
256,20.0,corrected,24,1.0871711272352533,1.0874033969136108,-0.00023226967835743295
256,20.0,corrected,25,1.1886482396514506,1.1895670010504935,-0.0009187613990429
256,20.0,corrected,26,1.114575467222997,1.1143967240500052,0.0001787431729918243
256,20.0,corrected,27,1.0878995105799256,1.088319275223729,-0.0004197646438033331
256,20.0,corrected,28,1.0948917296964507,1.0948259986744397,6.573102201090641e-05
256,20.0,corrected,29,1.0757032481158606,1.0754751809677554,0.00022806714810519324
256,20.0,corrected,30,1.1208220037092742,1.1208111416204818,1.0862088792418234e-05
256,20.0,corrected,31,1.0611267974717802,1.0608896508001202,0.00023714667165997128
256,20.0,corrected,32,1.111698847298999,1.1112951781134677,0.00040366918553136344
256,20.0,corrected,33,1.034962251107817,1.0346602166078345,0.0003020344999824509
256,20.0,corrected,34,1.0896770057007272,1.0901984193056533,-0.0005214136049260798
256,20.0,corrected,35,1.1785576448961206,1.1782133835764144,0.0003442613197062183
256,20.0,corrected,36,1.076740580464378,1.0765459832852928,0.00019459717908509866
256,20.0,corrected,37,1.1101668133399218,1.1103125101625768,-0.00014569682265497264
256,20.0,corrected,38,1.0302817248450475,1.0300166395349948,0.0002650853100527595
256,20.0,corrected,39,1.0896403594455202,1.089064738592801,0.0005756208527192275
256,20.0,corrected,40,1.060103216837167,1.0597364266938005,0.00036679014336638005
256,20.0,corrected,41,1.1134090983898501,1.1131607495302847,0.0002483488595654837
256,20.0,corrected,42,1.3406656457630621,1.3401261012553272,0.0005395445077349681
256,20.0,corrected,43,1.2270649656862518,1.2266380355837925,0.00042693010245931085
256,20.0,corrected,44,1.0625331517508199,1.0630792374150946,-0.0005460856642747203
256,20.0,corrected,45,1.085043470966211,1.0847580613706875,0.0002854095955233671
256,20.0,corrected,46,1.039414748210712,1.0390158715621969,0.0003988766485150119
256,20.0,corrected,47,1.120298214791657,1.1198691282680253,0.0004290865236316055
256,20.0,corrected,48,1.1869715969093133,1.1875919889423698,-0.0006203920330565271
256,20.0,corrected,49,1.0732562874507519,1.0734446003010185,-0.00018831285026665867
256,20.0,corrected,50,1.0702920920351944,1.0707030042701493,-0.0004109122349549299
256,20.0,corrected,51,1.1159107132672075,1.11632867548998,-0.0004179622227724611
256,20.0,corrected,52,1.0325668129257666,1.032544727219493,2.208570627360018e-05
256,20.0,corrected,53,1.0641594159703665,1.0637240294106527,0.0004353865597137574
256,20.0,corrected,54,1.1553042025604994,1.1554774640208254,-0.00017326146032603518
256,20.0,corrected,55,1.019743228576911,1.019907682815831,-0.00016445423892008648
256,20.0,corrected,56,1.065833234286917,1.0652844150810064,0.0005488192059106556
256,20.0,corrected,57,1.1224911021176391,1.122306419958049,0.00018468215959011047
256,20.0,corrected,58,1.139039600311031,1.1392269876996417,-0.0001873873886106825
256,20.0,corrected,59,1.0882648292786439,1.088551932378557,-0.0002871030999131996
256,20.0,corrected,60,1.0804696799904006,1.0808972167088327,-0.00042753671843209773
256,20.0,corrected,61,1.0931450265386633,1.0921314939695237,0.001013532569139608
256,20.0,corrected,62,1.1529201212523899,1.1525429791886834,0.000377142063706426
256,20.0,corrected,63,1.1349309217009365,1.1348138230498324,0.00011709865110409723
512,20.0,open,0,1.06069745389489,1.0583953244416824,0.002302129453207513
512,20.0,open,1,1.1705971350739628,1.1772377424472815,-0.00664060737331873
512,20.0,open,2,1.0905995320768436,1.0861451094933596,0.004454422583483941
512,20.0,open,3,1.1564164479689245,1.1604247815264523,-0.004008333557527832
512,20.0,open,4,1.21183618816199,1.211953871605438,-0.00011768344344820214
512,20.0,open,5,1.085946430329116,1.0796564899393417,0.006289940389774262
512,20.0,open,6,1.11538006585287,1.111983653752462,0.003396412100407975
512,20.0,open,7,1.1127601769096063,1.1168356455417972,-0.004075468632190882
512,20.0,open,8,1.1765928552689942,1.1779799627071175,-0.001387107438123314
512,20.0,open,9,1.112326149056247,1.1109611101024024,0.001365038953844655
512,20.0,open,10,1.2278313837041197,1.2329488717302748,-0.0051174880261550815
512,20.0,open,11,1.0713998158483808,1.0750185322980421,-0.0036187164496612745
512,20.0,open,12,1.1432541275487456,1.1351160982824995,0.008138029266246072
512,20.0,open,13,1.0654331510074881,1.0655228125561809,-8.966154869272103e-05
512,20.0,open,14,1.1437668606738607,1.1284916290378921,0.015275231635968556
512,20.0,open,15,1.0963808005863889,1.0957193155733198,0.000661485013069063
512,20.0,open,16,1.1005120118301,1.0957848125968062,0.0047271992332937884
512,20.0,open,17,1.2235470777290551,1.2188208779910648,0.0047261997379903775
512,20.0,open,18,1.1673153167483277,1.1689893344537576,-0.0016740177054299643
512,20.0,open,19,1.1640664698365704,1.1713793716164909,-0.0073129017799205
512,20.0,open,20,1.227935470110705,1.2280042146836085,-6.874457290351188e-05
512,20.0,open,21,1.1256687973564823,1.1268025019664987,-0.001133704610016384
512,20.0,open,22,1.0952292076743655,1.088099274543564,0.007129933130801458
512,20.0,open,23,1.0751188628449775,1.0788574721830202,-0.003738609338042709
512,20.0,open,24,1.1610834508626067,1.1643991427556901,-0.00331569189308345
512,20.0,open,25,1.1916911819737852,1.1895670010504935,0.0021241809232916964
512,20.0,open,26,1.1180826968524635,1.1198106541465978,-0.0017279572941342192
512,20.0,open,27,1.1146921316212357,1.110515664821987,0.004176466799248768
512,20.0,open,28,1.1027287249363236,1.0948259986744397,0.007902726261883819
512,20.0,open,29,1.1101766320018167,1.120319496935648,-0.01014286493383132
512,20.0,open,30,1.1190170250226803,1.1208111416204818,-0.0017941165978014872
512,20.0,open,31,1.0931403233017993,1.0872114314938346,0.005928891807964742
512,20.0,open,32,1.1163346123939217,1.1112951781134677,0.005039434280454058
512,20.0,open,33,1.1039735001083149,1.093947903687212,0.0100255964211029
512,20.0,open,34,1.0972269482128667,1.0901984193056533,0.007028528907213394
512,20.0,open,35,1.1836583931900098,1.1782133835764144,0.005445009613595397
512,20.0,open,36,1.1114478696011814,1.1174054689902235,-0.0059575993890421675
512,20.0,open,37,1.1471599218752482,1.1525251247605781,-0.005365202885329934
512,20.0,open,38,1.0888078728623607,1.0843987280787055,0.004409144783655172
512,20.0,open,39,1.13329086083512,1.1312988219514446,0.0019920388836753844
512,20.0,open,40,1.067644973236464,1.0615008309688365,0.006144142267627384
512,20.0,open,41,1.1204780831686303,1.1131607495302847,0.0073173336383456355
512,20.0,open,42,1.323475286668616,1.3401261012553272,-0.01665081458671125
512,20.0,open,43,1.240465703227149,1.25442639846235,-0.013960695235200937
512,20.0,open,44,1.073144848448089,1.075235339475718,-0.002090491027628927
512,20.0,open,45,1.113211019310778,1.1168107556792504,-0.0035997363684723283
512,20.0,open,46,1.1025103504206684,1.111756973334972,-0.00924662291430356
512,20.0,open,47,1.1248894397107196,1.1198691282680253,0.005020311442694325
512,20.0,open,48,1.19180397939169,1.1875919889423698,0.00421199044932008
512,20.0,open,49,1.072668675413812,1.0734446003010185,-0.0007759248872065694
512,20.0,open,50,1.2545343326556362,1.2422229363120114,0.01231139634362477
512,20.0,open,51,1.2052209588883585,1.1929255191902917,0.01229543969806679
512,20.0,open,52,1.1496858627863267,1.1539936816227168,-0.004307818836390087
512,20.0,open,53,1.0712221794678918,1.0637240294106527,0.0074981500572390836
512,20.0,open,54,1.1663469556577446,1.1554774640208254,0.010869491636919193
512,20.0,open,55,1.0803082821557857,1.07795790909712,0.002350373058665589
512,20.0,open,56,1.0721997686713172,1.0652844150810064,0.006915353590310813
512,20.0,open,57,1.118264039018016,1.122306419958049,-0.0040423809400329525
512,20.0,open,58,1.1518531738248792,1.1392269876996417,0.01262618612523747
512,20.0,open,59,1.1163011788865351,1.1239657090867166,-0.00766453020018143
512,20.0,open,60,1.1326276404662188,1.1298854699699061,0.002742170496312646
512,20.0,open,61,1.0926367154540648,1.0921314939695237,0.0005052214845411296
512,20.0,open,62,1.2128260701379563,1.1968447747540274,0.015981295383928895
512,20.0,open,63,1.1388309574017985,1.1348138230498324,0.004017134351966156
512,20.0,corrected,0,1.0585418955182029,1.0583953244416824,0.0001465710765204964
512,20.0,corrected,1,1.177276006671824,1.1772377424472815,3.8264224542450265e-05
512,20.0,corrected,2,1.0857979605314014,1.0861451094933596,-0.0003471489619581991
512,20.0,corrected,3,1.1605885657007413,1.1604247815264523,0.0001637841742889723
512,20.0,corrected,4,1.212105585355979,1.211953871605438,0.00015171375054090497
512,20.0,corrected,5,1.0799367481158084,1.0796564899393417,0.0002802581764667078
512,20.0,corrected,6,1.1118791375981962,1.111983653752462,-0.00010451615426587679
512,20.0,corrected,7,1.116911692356992,1.1168356455417972,7.604681519479684e-05
512,20.0,corrected,8,1.178184941327009,1.1779799627071175,0.00020497861989143829
512,20.0,corrected,9,1.1106483253158763,1.1109611101024024,-0.0003127847865260769
512,20.0,corrected,10,1.2333193478552726,1.2329488717302748,0.00037047612499785387
512,20.0,corrected,11,1.0751108940835088,1.0750185322980421,9.236178546667695e-05
512,20.0,corrected,12,1.1352756325334372,1.1351160982824995,0.00015953425093773177
