Z,tau,reference_mode_amplitude,reference_max_intensity,reference_power_rel
32.2,9.656962132564454,0.0055966369027669,1.0157414610902524,-2.2204460492492028e-15
32.3,9.686952698193531,0.0057670188158296,1.016224216017898,-2.2204460492492028e-15
32.4,9.716943263822616,0.0059425873484545,1.0167218865097525,-2.2204460492492028e-15
32.5,9.7469338294517,0.0061235003473818,1.017234940273944,-2.6645352590990437e-15
32.6,9.776924395080782,0.0063099204594191,1.0177638601103371,-2.6645352590990437e-15
32.7,9.806914960709864,0.0065020152770556,1.0183091444237742,-2.6645352590990437e-15
32.8,9.836905526338944,0.0066999574884611,1.0188713077563658,-2.886579864023964e-15
32.9,9.866896091968028,0.0069039250319978,1.0194508813396408,-3.108624468948884e-15
33.0,9.89688665759711,0.0071141012553769,1.0200484136673944,-3.3306690738738043e-15
33.1,9.926877223226192,0.007330675079597,1.020664471090105,-3.5527136787987244e-15
33.2,9.956867788855275,0.0075538411678021,1.0212996384318662,-3.5527136787987244e-15
33.3,9.986858354484356,0.0077838000992042,1.021954519630785,-3.5527136787987244e-15
33.4,10.016848920113436,0.0080207585482158,1.0226297384038847,-3.9968028886485646e-15
33.5,10.04683948574252,0.0082649294689439,1.0233259389375706,-4.4408920984984055e-15
33.6,10.076830051371603,0.0085165322852006,1.0240437866047951,-4.4408920984984055e-15
33.7,10.106820617000686,0.0087757930861862,1.0247839687101017,-4.884981308348247e-15
33.8,10.136811182629764,0.0090429448280108,1.025547195263791,-5.107025913273167e-15
33.9,10.166801748258848,0.009318227541217,1.026334199786527,-5.107025913273167e-15
34.0,10.196792313887933,0.0096018885444773,1.027145740145757,-5.329070518198087e-15
34.1,10.226782879517014,0.0098941826646372,1.0279825994253935,-5.773159728047928e-15
34.2,10.256773445146097,0.0101953724632857,1.0288455868302913,-6.217248937897768e-15
34.300000000000004,10.286764010775178,0.0105057284700325,1.0297355386271312,-6.661338147747609e-15
34.4,10.31675457640426,0.01082552942268,1.030653319123396,-6.883382752672529e-15
34.5,10.346745142033342,0.0111550625144804,1.031599821686249,-7.327471962522371e-15
34.6,10.376735707662425,0.0114946236486706,1.0325759698031702,-7.549516567447289e-15
34.7,10.406726273291508,0.0118445177004856,1.0335827181863717,-8.21565038222205e-15
34.800000000000004,10.436716838920589,0.0122050587868495,1.034621053923068,-8.437694987146971e-15
34.9,10.46670740454967,0.0125765705439523,1.0356919976738397,-9.103828801921732e-15
35.0,10.496697970178753,0.0129593864129199,1.0367966049214052,-9.769962616696491e-15
35.1,10.526688535807835,0.0133538499337916,1.0379359672723114,-1.0214051826546332e-14
35.2,10.556679101436918,0.0137603150480201,1.039111213814124,-1.1102230246246012e-14
35.300000000000004,10.586669667066,0.0141791464097133,1.0403235125309007,-1.1546319456095855e-14
35.4,10.61666023269508,0.0146107197058407,1.0415740717798805,-1.2212453270870616e-14
35.5,10.646650798324163,0.015055421985628,1.0428641418324642,-1.2878587085645376e-14
35.6,10.676641363953246,0.0155136519993678,1.0441950164827845,-1.3766765505345058e-14
35.7,10.70663192958233,0.0159858205468739,1.04556803472733,-1.4654943925044743e-14
35.800000000000004,10.73662249521141,0.0164723508358114,1.0469845825193005,-1.5543122344744423e-14
35.9,10.766613060840491,0.0169736788501316,1.0484460946016003,-1.64313007644441e-14
36.0,10.796603626469574,0.0174902537288459,1.0499540564226015,-1.731947918414378e-14
36.1,10.826594192098655,0.0180225381553681,1.0515100061390652,-1.8207657603843464e-14
36.2,10.85658475772774,0.018571008757658,1.053115536710886,-1.9539925233392983e-14
36.3,10.88657532335682,0.0191361565193944,1.0547722980925978,-2.0428103653092663e-14
36.4,10.916565888985902,0.0197184872024039,1.0564819995269,-2.1760371282642188e-14
36.5,10.946556454614983,0.0203185217805707,1.0582464119457902,-2.3092638912191713e-14
36.6,10.976547020244068,0.0209367968854446,1.060067370485244,-2.4424906541741232e-14
36.7,11.00653758587315,0.0215738652637607,1.0619467771197515,-2.5979218776215672e-14
36.8,11.036528151502232,0.0222302962470778,1.0638866034234442,-2.7533531010690115e-14
36.9,11.066518717131313,0.0229066762337314,1.0658888934649684,-2.9087843245164555e-14
37.0,11.096509282760396,0.0236036091832907,1.0679557668437314,-3.1086244689488846e-14
37.1,11.12649984838948,0.0243217171236916,1.0700894218756576,-3.3084646133813124e-14
37.2,11.15649041401856,0.0250616406712095,1.0722921389371056,-3.50830475781374e-14
37.3,11.186480979647644,0.0258240395634144,1.0745662839762198,-3.7081449022461693e-14
37.4,11.216471545276724,0.0266095932052337,1.076914312201572,-3.9301895071710896e-14
37.5,11.246462110905806,0.027419001228226,1.0793387719586394,-4.1744385725885016e-14
37.6,11.27645267653489,0.0282529840631442,1.0818423088053903,-4.4186876380059136e-14
37.7,11.306443242163972,0.0291122835258374,1.084427669799015,-4.7073456244083104e-14
37.8,11.336433807793052,0.0299976634165077,1.08709770800669,-4.973799150318214e-14
37.9,11.366424373422134,0.0309099101323034,1.089855387254161,-5.2846615972131034e-14
38.0,11.396414939051215,0.0318498332931876,1.0927037871269067,-5.5955240441079913e-14
38.1,11.4264055046803,0.0328182663809729,1.0956461082397086,-5.950795411987864e-14
38.2,11.45639607030938,0.0338160673913642,1.0986856777915752,-6.306066779867736e-14
38.3,11.486386635938464,0.0348441194987885,1.10182595542422,-6.705747068732593e-14
38.4,11.516377201567543,0.035903331733729,1.1050705394036058,-7.10542735759745e-14
38.5,11.546367767196628,0.0369946396722033,1.1084231731455343,-7.549516567447289e-14
38.6,11.576358332825713,0.0381190061369464,1.111887752107794,-8.038014698282116e-14
38.7,11.606348898454792,0.0392774219097653,1.115468331073105,-8.52651282911694e-14
38.8,11.636339464083877,0.0404709064544312,1.1191691318489136,-9.059419880936749e-14
38.9,11.666330029712956,0.0417005086493608,1.1229945514120991,-9.614531393249049e-14
39.0,11.69632059534204,0.0429673075292113,1.1269491705288237,-1.0214051826546333e-13
39.1,11.726311160971122,0.0442724130343745,1.1310377628821064,-1.0880185641321095e-13
39.2,11.756301726600205,0.0456169667671967,1.1352653047422847,-1.1546319456095857e-13
39.3,11.786292292229286,0.0470021427535796,1.1396369852182917,-1.22568621918556e-13
39.4,11.816282857858369,0.0484291482084234,1.144158217130762,-1.301181384860033e-13
39.5,11.84627342348745,0.0498992243031601,1.1488346485512733,-1.3833378886822536e-13
39.6,11.876263989116532,0.0514136469333871,1.1536721750556578,-1.4721557306522217e-13
39.7,11.906254554745614,0.0529737274843488,1.1586769527432934,-1.5631940186714389e-13
39.8,11.936245120374696,0.0545808135917237,1.1638554120786018,-1.6608936448384037e-13
39.9,11.966235686003778,0.0562362898948469,1.1692142726157346,-1.7652546091531161e-13
40.0,11.99622625163286,0.0579415787791462,1.174760558672599,-1.8762769116155765e-13
40.1,12.026216817261943,0.0596981411041673,1.1805016160261013,-1.993960552225784e-13
40.2,12.056207382891024,0.0615074769131269,1.1864451297066885,-2.1205259770329885e-13
40.3,12.086197948520107,0.0633711261194452,1.1925991429771807,-2.25597318603719e-13
40.4,12.116188514149188,0.0652906691651655,1.1989720775883823,-2.398081733189139e-13
40.5,12.146179079778271,0.0672677276455755,1.2055727554123044,-2.551292510587334e-13
40.6,12.176169645407354,0.0693039648936745,1.2124104215629423,-2.713385072182526e-13
40.7,12.206160211036435,0.0714010865173981,1.2194947691246791,-2.886579864023964e-13
40.8,12.236150776665518,0.0735608408816957,1.2268359656194767,-3.0730973321608965e-13
40.9,12.2661413422946,0.0757850195266448,1.2344446813563643,-3.270717030544076e-13
41.0,12.296131907923682,0.0780754575117862,1.24233211982033,-3.48165940522275e-13
41.1,12.326122473552765,0.0804340336757413,1.2505100502727948,-3.708144902246169e-13
41.2,12.356113039181846,0.0828626707989357,1.2589908427526084,-3.9479530755650826e-13
41.3,12.386103604810929,0.0853633356558696,1.267787505685028,-4.207745263327239e-13
41.4,12.41609417044001,0.0879380389418457,1.276913726326807,-4.480860127384891e-13
41.5,12.446084736069093,0.0905888350573539,1.2863839142984863,-4.773959005885786e-13
41.6,12.476075301698176,0.093317821731414,1.296213248480559,-5.089262344879173e-13
41.7,12.506065867327257,0.0961271394630601,1.3064177275787472,-5.426770144365052e-13
41.8,12.53605643295634,0.0990189707577879,1.317014224695519,-5.784261958294175e-13
41.9,12.56604699858542,0.1019955391331555,1.3280205462806578,-6.170619570863534e-13
42.0,12.596037564214503,0.1050591078647832,1.3394554958736893,-6.581402089974637e-13
42.1,12.626028129843586,0.1082119784407162,1.3513389430957834,-7.022160630750603e-13
42.2,12.656018695472667,0.1114564886884353,1.3636918983991668,-7.492895193191434e-13
42.3,12.68600926110175,0.1147950105346875,1.3765365941387322,-7.998046669395628e-13
42.4,12.715999826730831,0.1182299473536966,1.3898965725944106,-8.542055951461683e-13
42.5,12.745990392359914,0.1217637308541426,1.403796781644972,-9.123812816364974e-13
42.6,12.775980957988995,0.1253988174494897,1.4182636788753678,-9.746647933179376e-13
42.7,12.805971523618078,0.1291376840497149,1.4333253449920031,-1.041611241702801e-12
42.8,12.83596208924716,0.1329828232051407,1.449011607524931,-1.1135536936984752e-12
42.9,12.865952654876242,0.136936737524793,1.465354175914849,-1.1906031716074225e-12
43.0,12.895943220505323,0.1410019332823685,1.4823867892180236,-1.2735368315468805e-12
43.1,12.925933786134406,0.1451809131123377,1.500145377816516,-1.3625767181217732e-12
43.2,12.955924351763487,0.1494761676867729,1.518668240697287,-1.4583889651468764e-12
43.3,12.985914917392572,0.1538901662499673,1.5379962400653495,-1.5611956172271144e-12
43.4,13.015905483021651,0.1584253458725693,1.558173015287445,-1.6715517858747998e-12
43.5,13.045896048650736,0.1630840992695216,1.5792452184283488,-1.7903456495096322e-12
43.6,13.075886614279815,0.1678687610062649,1.6012627739479717,-1.917910275038999e-12
43.7,13.1058771799089,0.1727815918950523,1.6242791654804147,-2.0549117962776747e-12
43.8,13.135867745537984,0.1778247613574178,1.6483517530245697,-2.202127369342897e-12
43.9,13.165858311167064,0.1830003274993241,1.673542124349194,-2.3601121057469776e-12
44.0,13.195848876796148,0.1883102146117048,1.6999164849654185,-2.529310094699767e-12
44.1,13.225839442425228,0.1937561877703166,1.727546091660292,-2.7107205369234267e-12
44.2,13.25583000805431,0.1993398241641988,1.7565077353330547,-2.904787521627807e-12
44.3,13.285820573683392,0.205062480730647,1.7868842797515954,-3.111844115720295e-12
44.4,13.315811139312476,0.2109252576152857,1.8187652638745684,-3.332556453015666e-12
44.5,13.345801704941556,0.2169289569072144,1.8522475765947255,-3.5671465781188444e-12
44.6,13.375792270570638,0.2230740360196907,1.8874362141874168,-3.815281424122442e-12
44.7,13.40578283619972,0.2293605549944593,1.9244451324393557,-4.076738946421536e-12
44.8,13.435773401828804,0.2357881169003423,1.96339820744104,-4.350519944293963e-12
44.9,13.465763967457884,0.2423558003713088,2.0044303214186963,-4.635070105505249e-12
45.0,13.495754533086968,0.249062083182611,2.047688592841008,-4.9277248947962935e-12
45.1,13.52574509871605,0.2559047555917312,2.0933337734650497,-5.224487509278449e-12
45.2,13.555735664345132,0.262880821968988,2.1415418391125525,-5.519806833828593e-12
45.3,13.585726229974217,0.2699863890048742,2.192505805951868,-5.805245173459578e-12
45.4,13.615716795603296,0.2772165385004541,2.246437810103695,-6.070033364832545e-12
45.5,13.64570736123238,0.2845651824148142,2.303571495743065,-6.298295218695364e-12
45.6,13.67569792686146,0.2920248974491428,2.3641647658572054,-6.469380586790015e-12
45.7,13.705688492490545,0.299586735977631,2.428502960847346,-6.554312648173797e-12
45.8,13.735679058119626,0.3072400095753297,2.4969025437547208,-6.5141225746823865e-12
45.9,13.765669623748709,0.3149720407229712,2.5697153877186087,-6.296074772646115e-12
46.0,13.79566018937779,0.3227678774647779,2.6473337822047047,-5.829337013093932e-12
46.1,13.82565075500687,0.3306099648280206,2.7301963007020373,-5.017208870581036e-12
46.2,13.855641320635954,0.3384777656462472,2.818794705446624,-3.729683228923886e-12
46.3,13.885631886265037,0.3463473220167465,2.9136821062203366,-1.7896795156948577e-12
46.4,13.915622451894118,0.3541907469113338,3.015482642941888,1.0431655539372757e-12
46.5,13.9456130175232,0.361975633379152,3.1249030289944795,5.0981441290761694e-12
46.6,13.975603583152282,0.3696643662458806,3.2427463785345005,1.0825562668509564e-11
46.7,14.005594148781364,0.3772133181209595,3.369928852454045,1.8846701976817385e-11
46.8,14.035584714410447,0.3845719077451837,3.5074998023991344,3.0023317165713246e-11
46.9,14.065575280039528,0.3916814940904229,3.656666281358576,4.5556003414026194e-11
47.0,14.095565845668611,0.3984740739768238,3.81882303793795,6.713340994221025e-11
47.1,14.125556411297692,0.4048707440872192,3.995589440178794,9.714495874386248e-11
47.2,14.155546976926775,0.4107798798984553,4.188855212017055,1.3900325335207397e-10
47.3,14.185537542555858,0.4160949739797208,4.400837450119648,1.976281360781662e-10
47.4,14.21552810818494,0.4206920641436609,4.634152174256218,2.8018698472451065e-10
47.5,14.245518673814022,0.4244266680482674,4.891904723272709,3.97238908433707e-10
47.6,14.275509239443103,0.427130125377994,5.177804738906653,5.645370837467585e-10
47.7,14.305499805072186,0.4286052328171822,5.496313409143659,8.059037881476405e-10
47.8,14.335490370701269,0.428621043427713,5.852833230619769,1.1579051051307835e-09
47.9,14.36548093633035,0.4269066967659961,6.253953971927883,1.6775907329949426e-09
48.0,14.395471501959433,0.4231441615894507,6.707772915939121,2.4555675270919663e-09
