alpha,rho,q,lambda_inf,mi_gain
0.8,0.3,0.49480084294039245,1.0277194865572852,0.0
0.8,0.3,0.5026548245743669,1.039869928620844,0.0
0.8,0.3,0.5105088062083414,1.0519549550348772,0.0
0.8,0.3,0.5183627878423159,1.0639753471754354,0.0
0.8,0.3,0.5262167694762904,1.0759318603457788,0.0
0.8,0.3,0.5340707511102649,1.087825225018964,0.0
0.8,0.3,0.5419247327442394,1.0996561480037785,0.0
0.8,0.3,0.5497787143782138,1.1114253135397967,0.0
0.8,0.3,0.5576326960121883,1.1231333843268148,0.0
0.8,0.3,0.5654866776461628,1.1347810024934577,0.0
0.8,0.3,0.5733406592801373,1.1463687905093563,0.0
0.8,0.3,0.5811946409141118,1.1578973520449076,0.0
0.8,0.3,0.5890486225480862,1.1693672727822846,0.0
0.8,0.3,0.5969026041820608,1.1807791211810965,0.0
0.8,0.3,0.6047565858160352,1.1921334492017666,0.0
0.8,0.3,0.6126105674500097,1.2034307929895125,0.0
0.8,0.3,0.6204645490839842,1.2146716735215275,0.0
0.8,0.3,0.6283185307179586,1.2258565972197963,0.0
0.8,0.3,0.6361725123519332,1.2369860565317687,0.0
0.8,0.3,0.6440264939859076,1.248060530480961,0.0
0.8,0.3,0.6518804756198822,1.2590804851893789,0.0
0.8,0.3,0.6597344572538566,1.2700463743735328,0.0
0.8,0.3,0.6675884388878311,1.2809586398156827,0.0
0.8,0.3,0.6754424205218056,1.291817711811814,0.0
0.8,0.3,0.68329640215578,1.3026240095977566,0.0
0.8,0.3,0.6911503837897546,1.3133779417547582,0.0
0.8,0.3,0.699004365423729,1.324079906595712,0.0
0.8,0.3,0.7068583470577036,1.3347302925331792,0.0
0.8,0.3,0.714712328691678,1.3453294784302505,0.0
0.8,0.3,0.7225663103256524,1.3558778339352267,0.0
0.8,0.3,0.730420291959627,1.3663757198010353,0.0
0.8,0.3,0.7382742735936014,1.3768234881902353,0.0
0.8,0.3,0.746128255227576,1.387221482966404,0.0
0.8,0.3,0.7539822368615504,1.3975700399726487,0.0
0.8,0.3,0.7618362184955249,1.4078694872979507,0.0
0.8,0.3,0.7696902001294994,1.4181201455319732,0.0
0.8,0.3,0.7775441817634738,1.4283223280089759,0.0
0.8,0.3,0.7853981633974484,1.438476341041368,0.0
0.8,0.3,0.7932521450314228,1.4485824841434725,0.0
0.8,0.3,0.8011061266653973,1.4586410502459912,0.0
0.8,0.3,0.8089601082993718,1.468652325901638,0.0
0.8,0.3,0.8168140899333463,1.4786165914823988,0.0
0.8,0.3,0.8246680715673208,1.4885341213688275,0.0
0.8,0.3,0.8325220532012952,1.4984051841317723,0.0
0.8,0.3,0.8403760348352697,1.5082300427069113,0.0
0.8,0.3,0.8482300164692442,1.5180089545624387,0.0
0.8,0.3,0.8560839981032187,1.5277421718602278,0.0
0.8,0.3,0.8639379797371932,1.537429941610799,0.0
0.8,0.3,0.8717919613711677,1.5470725058223587,0.0
0.8,0.3,0.8796459430051422,1.5566701016442193,0.0
0.8,0.3,0.8874999246391166,1.5662229615048218,0.0
0.8,0.3,0.8953539062730911,1.5757313132446515,0.0
0.8,0.3,0.9032078879070656,1.585195380244248,0.0
0.8,0.3,0.9110618695410401,1.5946153815475357,0.0
0.8,0.3,0.9189158511750146,1.603991531980706,0.0
0.8,0.3,0.9267698328089891,1.6133240422668218,0.0
0.8,0.3,0.9346238144429635,1.6226131191363435,0.0
0.8,0.3,0.942477796076938,1.631858965433764,0.0
0.8,0.3,0.9503317777109125,1.6410617802205012,0.0
0.8,0.3,0.958185759344887,1.6502217588742272,0.0
0.8,0.3,0.9660397409788615,1.6593390931847756,0.0
0.8,0.3,0.9738937226128359,1.668413971446776,0.0
0.8,0.3,0.9817477042468105,1.6774465785491455,0.0
0.8,0.3,0.9896016858807849,1.6864370960615842,0.0
0.8,0.3,0.9974556675147594,1.6953857023181709,0.0
0.8,0.3,1.0053096491487339,1.7042925724982159,0.0
0.8,0.3,1.0131636307827083,1.7131578787044328,0.0
0.8,0.3,1.0210176124166828,1.7219817900385994,0.0
0.8,0.3,1.0288715940506574,1.730764472674738,0.0
0.8,0.3,1.0367255756846319,1.7395060899299721,0.0
0.8,0.3,1.0445795573186063,1.7482068023331254,0.0
0.8,0.3,1.0524335389525807,1.756866767691138,0.0
0.8,0.3,1.0602875205865552,1.7654861411534277,0.0
0.8,0.3,1.0681415022205298,1.7740650752742175,0.0
0.8,0.3,1.0759954838545043,1.7826037200729576,0.0
0.8,0.3,1.0838494654884787,1.7911022230928932,0.0
0.8,0.3,1.0917034471224532,1.7995607294578357,0.0
0.8,0.3,1.0995574287564276,1.8079793819272274,0.0
0.8,0.3,1.1074114103904023,1.8163583209495553,0.0
0.8,0.3,1.1152653920243767,1.8246976847141643,0.0
0.8,0.3,1.1231193736583511,1.8329976092015423,0.0
0.8,0.3,1.1309733552923256,1.841258228232125,0.0
0.8,0.3,1.1388273369263,1.849479673513672,0.0
0.8,0.3,1.1466813185602747,1.8576620746872867,0.0
0.8,0.3,1.154535300194249,1.8658055593720784,0.0
0.8,0.3,1.1623892818282235,1.8739102532085792,0.0
0.8,0.3,1.170243263462198,1.8819762799009114,0.0
0.8,0.3,1.1780972450961724,1.8900037612577616,0.0
0.8,0.3,1.185951226730147,1.8979928172322202,0.0
0.8,0.3,1.1938052083641215,1.905943565960493,0.0
0.8,0.3,1.201659189998096,1.913856123799558,0.0
0.8,0.3,1.2095131716320704,1.9217306053637715,0.0
0.8,0.3,1.2173671532660448,1.9295671235604896,0.0
0.8,0.3,1.2252211349000195,1.937365789624711,0.0
0.8,0.3,1.233075116533994,1.9451267131527872,0.0
0.8,0.3,1.2409290981679684,1.952850002135232,0.0
0.8,0.3,1.2487830798019428,1.9605357629886582,0.0
0.8,0.3,1.2566370614359172,1.968184100586864,0.0
0.8,0.3,1.264491043069892,1.9757951182911018,0.0
0.8,0.3,1.2723450247038663,1.9833689179795582,0.0
0.8,0.3,1.2801990063378408,1.9909056000760688,0.0
0.8,0.3,1.2880529879718152,1.9984052635780847,0.0
0.8,0.3,1.2959069696057899,2.0058680060839285,0.0
0.8,0.3,1.3037609512397643,2.0132939238193464,0.0
0.8,0.3,1.3116149328737388,2.020683111663394,0.0
0.8,0.3,1.3194689145077132,2.028035663173663,0.0
0.8,0.3,1.3273228961416876,2.0353516706108796,0.0
0.8,0.3,1.3351768777756623,2.0426312249628813,0.0
0.8,0.3,1.3430308594096367,2.0498744159680142,0.0
0.8,0.3,1.3508848410436112,2.0570813321379355,0.0
0.8,0.3,1.3587388226775856,2.06425206077987,0.0
0.8,0.3,1.36659280431156,2.071386688018313,0.0
0.8,0.3,1.3744467859455347,2.0784852988162266,0.0
0.8,0.3,1.3823007675795091,2.085547976995697,0.0
0.8,0.3,1.3901547492134836,2.0925748052581183,0.0
0.8,0.3,1.398008730847458,2.0995658652038847,0.0
0.8,0.3,1.4058627124814325,2.106521237351621,0.0
0.8,0.3,1.4137166941154071,2.1134410011569615,0.0
0.8,0.3,1.4215706757493816,2.120325235030869,0.0
0.8,0.3,1.429424657383356,2.127174016357557,0.0
0.8,0.3,1.4372786390173304,2.133987421511974,0.0
0.8,0.3,1.4451326206513049,2.140765525876883,0.0
0.8,0.3,1.4529866022852795,2.1475084038595673,0.0
0.8,0.3,1.460840583919254,2.154216128908133,0.0
0.8,0.3,1.4686945655532284,2.1608887735274553,0.0
0.8,0.3,1.4765485471872029,2.167526409294759,0.0
0.8,0.3,1.4844025288211773,2.1741291068748443,0.0
0.8,0.3,1.492256510455152,2.1806969360349804,0.0
0.8,0.3,1.5001104920891264,2.187229965659462,0.0
0.8,0.3,1.5079644737231008,2.1937282637638384,0.0
0.8,0.3,1.5158184553570753,2.20019189750884,0.0
0.8,0.3,1.5236724369910497,2.2066209332139928,0.0
0.8,0.3,1.5315264186250244,2.2130154363709273,0.0
0.8,0.3,1.5393804002589988,2.2193754716564174,0.0
0.8,0.3,1.5472343818929732,2.225701102945114,0.0
0.8,0.3,1.5550883635269477,2.231992393322032,0.0
0.8,0.3,1.5629423451609221,2.2382494050947357,0.0
0.8,0.3,1.5707963267948968,2.244472199805295,0.0
0.8,0.3,1.5786503084288712,2.2506608382419704,0.0
0.8,0.3,1.5865042900628457,2.2568153804506585,0.0
0.8,0.3,1.59435827169682,2.262935885746087,0.0
0.8,0.3,1.6022122533307945,2.2690224127227916,0.0
0.8,0.3,1.6100662349647692,2.2750750192658447,0.0
0.8,0.3,1.6179202165987436,2.2810937625613805,0.0
0.8,0.3,1.625774198232718,2.2870786991068863,0.0
0.8,0.3,1.6336281798666925,2.293029884721287,0.0
0.8,0.3,1.641482161500667,2.298947374554837,0.0
0.8,0.3,1.6493361431346416,2.3048312230987835,0.0
0.8,0.3,1.657190124768616,2.310681484194856,0.0
0.8,0.3,1.6650441064025905,2.3164982110445553,0.0
0.8,0.3,1.672898088036565,2.3222814562182585,0.0
0.8,0.3,1.6807520696705394,2.3280312716641287,0.0
0.8,0.3,1.688606051304514,2.3337477087168743,0.0
0.8,0.3,1.6964600329384885,2.3394308181063,0.0
0.8,0.3,1.704314014572463,2.3450806499657153,0.0
0.8,0.3,1.7121679962064373,2.350697253840167,0.0
0.8,0.3,1.7200219778404118,2.356280678694505,0.0
0.8,0.3,1.7278759594743864,2.361830972921298,0.0
0.8,0.3,1.7357299411083609,2.367348184348594,0.0
0.8,0.3,1.7435839227423353,2.3728323602475276,0.0
0.8,0.3,1.7514379043763098,2.378283547339779,0.0
0.8,0.3,1.7592918860102844,2.383701791804891,0.0
0.8,0.3,1.7671458676442588,2.38908713928745,0.0
0.8,0.3,1.7749998492782333,2.3944396349041197,0.0
0.8,0.3,1.7828538309122077,2.3997593232505525,0.0
0.8,0.3,1.7907078125461822,2.40504624840816,0.0
0.8,0.3,1.7985617941801568,2.4103004539507555,0.0
0.8,0.3,1.8064157758141313,2.4155219829510854,0.0
0.8,0.3,1.8142697574481057,2.4207108779872177,0.0
0.8,0.3,1.8221237390820801,2.425867181148822,0.0
0.8,0.3,1.8299777207160546,2.4309909340433413,0.0
0.8,0.3,1.8378317023500292,2.4360821778020214,0.0
0.8,0.3,1.8456856839840037,2.4411409530858634,0.0
0.8,0.3,1.8535396656179781,2.446167300091437,0.0
0.8,0.3,1.8613936472519526,2.451161258556607,0.0
0.8,0.3,1.869247628885927,2.456122867766139,0.0
0.8,0.3,1.8771016105199017,2.4610521665572187,0.0
0.8,0.3,1.884955592153876,2.4659491933248545,0.0
0.8,0.3,1.8928095737878505,2.470813986027196,0.0
0.8,0.3,1.900663555421825,2.4756465821907447,0.0
0.8,0.3,1.9085175370557994,2.480447018915483,0.0
0.8,0.3,1.916371518689774,2.4852153328798945,0.0
0.8,0.3,1.9242255003237485,2.4899515603459097,0.0
0.8,0.3,1.932079481957723,2.49465573716376,0.0
0.8,0.3,1.9399334635916974,2.4993278987767304,0.0
0.8,0.3,1.9477874452256718,2.5039680802258517,0.0
0.8,0.3,1.9556414268596465,2.508576316154493,0.0
0.8,0.3,1.963495408493621,2.5131526408128746,0.0
0.8,0.3,1.9713493901275954,2.5176970880625014,0.0
0.8,0.3,1.9792033717615698,2.522209691380531,0.0
0.8,0.3,1.9870573533955442,2.5266904838640514,0.0
0.8,0.3,1.994911335029519,2.531139498234273,0.0
0.8,0.3,2.0027653166634933,2.535556766840684,0.0
0.8,0.3,2.0106192982974678,2.5399423216650927,0.0
0.8,0.3,2.018473279931442,2.544296194325632,0.0
0.8,0.3,2.0263272615654166,2.548618416080666,0.0
0.8,0.3,2.034181243199391,2.5529090178326577,0.0
0.8,0.3,2.0420352248333655,2.557168030131943,0.0
0.8,0.3,2.0498892064673404,2.5613954831804624,0.0
0.8,0.3,2.057743188101315,2.565591406835413,0.0
0.8,0.3,2.0655971697352893,2.5697558306128405,0.0
0.8,0.3,2.0734511513692637,2.5738887836911806,0.0
0.8,0.3,2.081305133003238,2.577990294914728,0.0
0.8,0.3,2.0891591146372126,2.582060392797044,0.0
0.8,0.3,2.097013096271187,2.586099105524323,0.0
0.8,0.3,2.1048670779051615,2.5901064609586824,0.0
0.8,0.3,2.112721059539136,2.594082486641411,0.0
0.8,0.3,2.1205750411731104,2.598027209796152,0.0
0.8,0.3,2.1284290228070852,2.6019406573320376,0.0
0.8,0.3,2.1362830044410597,2.605822855846773,0.0
0.8,0.3,2.144136986075034,2.6096738316296593,0.0
0.8,0.3,2.1519909677090086,2.6134936106645803,0.0
0.8,0.3,2.159844949342983,2.61728221863292,0.0
0.8,0.3,2.1676989309769574,2.621039680916451,0.0
0.8,0.3,2.175552912610932,2.624766022600155,0.0
0.8,0.3,2.1834068942449063,2.628461268475011,0.0
0.8,0.3,2.1912608758788807,2.6321254430407364,0.0
0.8,0.3,2.199114857512855,2.6357585705084645,0.0
0.8,0.3,2.20696883914683,2.639360674803404,0.0
0.8,0.3,2.2148228207808045,2.64293177956743,0.0
0.8,0.3,2.222676802414779,2.6464719081616472,0.0
0.8,0.3,2.2305307840487534,2.649981083668904,0.0
0.8,0.3,2.238384765682728,2.653459328896261,0.0
0.8,0.3,2.2462387473167023,2.6569066663774343,0.0
0.8,0.3,2.2540927289506767,2.660323118375176,0.0
0.8,0.3,2.261946710584651,2.6637087068836287,0.0
0.8,0.3,2.2698006922186256,2.6670634536306412,0.0
0.8,0.3,2.2776546738526,2.6703873800800375,0.0
0.8,0.3,2.285508655486575,2.673680507433862,0.0
0.8,0.3,2.2933626371205493,2.6769428566345628,0.0
0.8,0.3,2.3012166187545238,2.6801744483671754,0.0
0.8,0.3,2.309070600388498,2.683375303061421,0.0
0.8,0.3,2.3169245820224726,2.686545440893826,0.0
0.8,0.3,2.324778563656447,2.689684881789759,0.0
0.8,0.3,2.3326325452904215,2.692793645425456,0.0
0.8,0.3,2.340486526924396,2.695871751230012,0.0
0.8,0.3,2.3483405085583704,2.6989192183873323,0.0
0.8,0.3,2.356194490192345,2.7019360658380585,0.0
0.8,0.3,2.3640484718263197,2.704922312281446,0.0
0.8,0.3,2.371902453460294,2.707877976177239,0.0
0.8,0.3,2.3797564350942686,2.710803075747484,0.0
0.8,0.3,2.387610416728243,2.713697628978328,0.0
0.8,0.3,2.3954643983622175,2.716561653621791,0.0
0.8,0.3,2.403318379996192,2.719395167197491,0.0
0.8,0.3,2.4111723616301663,2.7221981869943574,0.0
0.8,0.3,2.419026343264141,2.7249707300723083,0.0
0.8,0.3,2.4268803248981152,2.7277128132638966,0.0
0.8,0.3,2.4347343065320897,2.7304244531759307,0.0
0.8,0.3,2.4425882881660645,2.733105666191068,0.0
0.8,0.3,2.450442269800039,2.7357564684693827,0.0
0.8,0.3,2.4582962514340134,2.738376875949905,0.0
0.8,0.3,2.466150233067988,2.7409669043521303,0.0
0.8,0.3,2.4740042147019623,2.7435265691775026,0.0
0.8,0.3,2.4818581963359367,2.746055885710888,0.0
0.8,0.3,2.489712177969911,2.7485548690219908,0.0
0.8,0.3,2.4975661596038856,2.7510235339667855,0.0
0.8,0.3,2.50542014123786,2.7534618951888805,0.0
0.8,0.3,2.5132741228718345,2.755869967120894,0.0
0.8,0.3,2.5211281045058094,2.7582477639857874,0.0
0.8,0.3,2.528982086139784,2.7605952997981724,0.0
0.8,0.3,2.5368360677737583,2.762912588365611,0.0
0.8,0.3,2.5446900494077327,2.7651996432898702,0.0
0.8,0.3,2.552544031041707,2.7674564779681807,0.0
0.8,0.3,2.5603980126756816,2.769683105594445,0.0
0.8,0.3,2.568251994309656,2.7718795391604423,0.0
0.8,0.3,2.5761059759436304,2.7740457914570067,0.0
0.8,0.3,2.583959957577605,2.776181875075181,0.0
0.8,0.3,2.5918139392115798,2.7782878024073496,0.0
0.8,0.3,2.599667920845554,2.7803635856483573,0.0
0.8,0.3,2.6075219024795286,2.7824092367965947,0.0
0.8,0.3,2.615375884113503,2.784424767655071,0.0
0.8,0.3,2.6232298657474775,2.786410189832473,0.0
0.8,0.3,2.631083847381452,2.7883655147441835,0.0
0.8,0.3,2.6389378290154264,2.7902907536133044,0.0
0.8,0.3,2.646791810649401,2.7921859174716395,0.0
0.8,0.3,2.6546457922833753,2.7940510171606747,0.0
0.8,0.3,2.6624997739173497,2.7958860633325218,0.0
0.8,0.3,2.6703537555513246,2.7976910664508585,0.0
0.8,0.3,2.678207737185299,2.7994660367918427,0.0
0.8,0.3,2.6860617188192735,2.801210984445011,0.0
0.8,0.3,2.693915700453248,2.802925919314147,0.0
0.8,0.3,2.7017696820872223,2.8046108511181536,0.0
0.8,0.3,2.709623663721197,2.80626578939189,0.0
0.8,0.3,2.7174776453551712,2.8078907434869955,0.0
0.8,0.3,2.7253316269891457,2.8094857225726884,0.0
0.8,0.3,2.73318560862312,2.811050735636573,0.0
0.8,0.3,2.7410395902570945,2.812585791485392,0.0
0.8,0.3,2.7488935718910694,2.8140908987457935,0.0
0.8,0.3,2.756747553525044,2.815566065865067,0.0
0.8,0.3,2.7646015351590183,2.8170113011118554,0.0
0.8,0.3,2.7724555167929927,2.818426612576867,0.0
0.8,0.3,2.780309498426967,2.819812008173566,0.0
0.8,0.3,2.7881634800609416,2.8211674956388344,0.0
0.8,0.3,2.796017461694916,2.8224930825336316,0.0
0.8,0.3,2.8038714433288905,2.823788776243635,0.0
0.8,0.3,2.811725424962865,2.8250545839798624,0.0
0.8,0.3,2.8195794065968394,2.826290512779276,0.0
0.8,0.3,2.8274333882308142,2.8274965695053766,0.0
0.8,0.3,2.8352873698647887,2.828672760848779,0.0
0.8,0.3,2.843141351498763,2.8298190933277754,0.0
0.8,0.3,2.8509953331327376,2.830935573288871,0.0
0.8,0.3,2.858849314766712,2.832022206907327,0.0
0.8,0.3,2.8667032964006864,2.8330790001876682,0.0
0.8,0.3,2.874557278034661,2.8341059589641793,0.0
0.8,0.3,2.8824112596686353,2.835103088901404,0.0
0.8,0.3,2.8902652413026098,2.8360703954945974,0.0
0.8,0.3,2.898119222936584,2.837007884070194,0.0
0.8,0.3,2.905973204570559,2.8379155597862473,0.0
0.8,0.3,2.9138271862045335,2.8387934276328477,0.0
0.8,0.3,2.921681167838508,2.8396414924325475,0.0
0.8,0.3,2.9295351494724824,2.84045975884075,0.0
0.8,0.3,2.937389131106457,2.8412482313460936,0.0
0.8,0.3,2.9452431127404313,2.8420069142708306,0.0
0.8,0.3,2.9530970943744057,2.842735811771165,0.0
0.8,0.3,2.96095107600838,2.843434927837608,0.0
0.8,0.3,2.9688050576423546,2.8441042662953055,0.0
0.8,0.3,2.976659039276329,2.844743830804343,0.0
0.8,0.3,2.984513020910304,2.8453536248600546,0.0
0.8,0.3,2.9923670025442783,2.845933651793297,0.0
0.8,0.3,3.000220984178253,2.8464839147707375,0.0
0.8,0.3,3.008074965812227,2.847004416795097,0.0
0.8,0.3,3.0159289474462017,2.8474951607054075,0.0
0.8,0.3,3.023782929080176,2.84795614917724,0.0
0.8,0.3,3.0316369107141505,2.848387384722917,0.0
0.8,0.3,3.039490892348125,2.848788869691722,0.0
0.8,0.3,3.0473448739820994,2.849160606270096,0.0
0.8,0.3,3.0551988556160743,2.8495025964818037,0.0
0.8,0.3,3.0630528372500487,2.849814842188106,0.0
0.8,0.3,3.070906818884023,2.85009734508791,0.0
0.8,0.3,3.0787608005179976,2.850350106717907,0.0
0.8,0.3,3.086614782151972,2.850573128452695,0.0
0.8,0.3,3.0944687637859465,2.850766411504894,0.0
0.8,0.3,3.102322745419921,2.8509299569252398,0.0
0.8,0.3,3.1101767270538954,2.851063765602679,0.0
0.8,0.3,3.11803070868787,2.851167838264423,0.0
0.8,0.3,3.1258846903218442,2.8512421754760275,0.0
0.8,0.3,3.133738671955819,2.851286777641426,0.0
0.8,0.3,3.141592653589793,2.851301645002966,0.0
1.2,0.15,0.0,0.0,0.0
1.2,0.15,0.007853981633974483,0.00596205862616439,0.04186969601976465
1.2,0.15,0.015707963267948967,0.013645501110705949,0.06250960432325185
1.2,0.15,0.02356194490192345,0.022121516757402038,0.07840340249997185
1.2,0.15,0.031415926535897934,0.031142278573763615,0.09150323522894252
1.2,0.15,0.039269908169872414,0.0405803583870703,0.10260283636088245
1.2,0.15,0.0471238898038469,0.05035648654094471,0.11212123003934209
1.2,0.15,0.05497787143782139,0.060416023958109744,0.12031089408913073
1.2,0.15,0.06283185307179587,0.07071876941091015,0.1273361161504448
1.2,0.15,0.07068583470577035,0.0812337691383056,0.13330868498742363
1.2,0.15,0.07853981633974483,0.09193637596119486,0.1383062383389856
1.2,0.15,0.08639379797371932,0.10280645038985048,0.1423824739046009
1.2,0.15,0.0942477796076938,0.11382719471292146,0.14557310245255853
1.2,0.15,0.10210176124166828,0.1249843622335256,0.14789935046218605
1.2,0.15,0.10995574287564278,0.13626570092530943,0.14936990670455327
1.2,0.15,0.11780972450961726,0.1476605500022541,0.14998175546948384
1.2,0.15,0.12566370614359174,0.15915953985271236,0.14972008158455757
1.2,0.15,0.13351768777756623,0.17075436397530597,0.14855724948981966
1.2,0.15,0.1413716694115407,0.18243760237596995,0.1464506809547107
1.2,0.15,0.1492256510455152,0.1942025825727156,0.14333921896641635
1.2,0.15,0.15707963267948966,0.20604326862388378,0.1391371698790485
1.2,0.15,0.16493361431346415,0.21795417139954343,0.13372445770838434
1.2,0.15,0.17278759594743864,0.22993027520363984,0.12692970931137595
1.2,0.15,0.1806415775814131,0.24196697715416238,0.11849926207840188
1.2,0.15,0.1884955592153876,0.2540600366410266,0.10803475725093381
1.2,0.15,0.1963495408493621,0.2662055328334878,0.09484869075999512
1.2,0.15,0.20420352248333656,0.27839982868238633,0.07754665688689512
1.2,0.15,0.21205750411731106,0.2906395402114368,0.05215860167906777
1.2,0.15,0.21991148575128555,0.30292151015226154,0.0
1.2,0.15,0.22776546738526002,0.3152427851747246,0.0
1.2,0.15,0.2356194490192345,0.3276005961145989,0.0
1.2,0.15,0.24347343065320898,0.3399923407167549,0.0
1.2,0.15,0.25132741228718347,0.35241556850264644,0.0
1.2,0.15,0.25918139392115797,0.3648679674420725,0.0
1.2,0.15,0.26703537555513246,0.3773473521657149,0.0
1.2,0.15,0.2748893571891069,0.3898516535000578,0.0
1.2,0.15,0.2827433388230814,0.40237890914264396,0.0
1.2,0.15,0.2905973204570559,0.414927255325076,0.0
1.2,0.15,0.2984513020910304,0.4274949193351476,0.0
1.2,0.15,0.3063052837250049,0.4400802127892329,0.0
1.2,0.15,0.3141592653589793,0.4526815255622696,0.0
1.2,0.15,0.3220132469929538,0.4652973202961823,0.0
1.2,0.15,0.3298672286269283,0.4779261274188058,0.0
1.2,0.15,0.3377212102609028,0.4905665406147961,0.0
1.2,0.15,0.3455751918948773,0.5032172126979242,0.0
1.2,0.15,0.3534291735288518,0.5158768518408341,0.0
1.2,0.15,0.3612831551628262,0.5285442181240374,0.0
1.2,0.15,0.3691371367968007,0.5412181203707411,0.0
1.2,0.15,0.3769911184307752,0.5538974132382333,0.0
1.2,0.15,0.3848451000647497,0.566580994540113,0.0
1.2,0.15,0.3926990816987242,0.5792678027766907,0.0
1.2,0.15,0.40055306333269863,0.5919568148535255,0.0
1.2,0.15,0.4084070449666731,0.60464704397035,0.0
1.2,0.15,0.4162610266006476,0.6173375376646184,0.0
1.2,0.15,0.4241150082346221,0.6300273759956434,0.0
1.2,0.15,0.4319689898685966,0.6427156698567946,0.0
1.2,0.15,0.4398229715025711,0.6554015594045588,0.0
1.2,0.15,0.44767695313654554,0.6680842125944249,0.0
1.2,0.15,0.45553093477052004,0.6807628238145795,0.0
1.2,0.15,0.46338491640449453,0.6934366126092968,0.0
1.2,0.15,0.471238898038469,0.7061048224847182,0.0
1.2,0.15,0.4790928796724435,0.7187667197904111,0.0
1.2,0.15,0.48694686130641796,0.7314215926707368,0.0
1.2,0.15,0.49480084294039245,0.7440687500806129,0.0
1.2,0.15,0.5026548245743669,0.7567075208607501,0.0
1.2,0.15,0.5105088062083414,0.7693372528678948,0.0
1.2,0.15,0.5183627878423159,0.7819573121560186,0.0
1.2,0.15,0.5262167694762904,0.7945670822047319,0.0
1.2,0.15,0.5340707511102649,0.8071659631915309,0.0
1.2,0.15,0.5419247327442394,0.8197533713047938,0.0
1.2,0.15,0.5497787143782138,0.8323287380946665,0.0
1.2,0.15,0.5576326960121883,0.8448915098592524,0.0
1.2,0.15,0.5654866776461628,0.8574411470637069,0.0
1.2,0.15,0.5733406592801373,0.8699771237900429,0.0
1.2,0.15,0.5811946409141118,0.882498927215613,0.0
1.2,0.15,0.5890486225480862,0.8950060571184382,0.0
1.2,0.15,0.5969026041820608,0.9074980254076135,0.0
1.2,0.15,0.6047565858160352,0.9199743556772508,0.0
1.2,0.15,0.6126105674500097,0.9324345827824583,0.0
1.2,0.15,0.6204645490839842,0.9448782524360149,0.0
1.2,0.15,0.6283185307179586,0.9573049208244737,0.0
1.2,0.15,0.6361725123519332,0.969714154242528,0.0
1.2,0.15,0.6440264939859076,0.9821055287445539,0.0
1.2,0.15,0.6518804756198822,0.9944786298123365,0.0
1.2,0.15,0.6597344572538566,1.0068330520380169,0.0
1.2,0.15,0.6675884388878311,1.0191683988214106,0.0
1.2,0.15,0.6754424205218056,1.0314842820808856,0.0
1.2,0.15,0.68329640215578,1.0437803219770176,0.0
1.2,0.15,0.6911503837897546,1.0560561466483513,0.0
1.2,0.15,0.699004365423729,1.0683113919585718,0.0
1.2,0.15,0.7068583470577036,1.0805457012545057,0.0
1.2,0.15,0.714712328691678,1.092758725134336,0.0
1.2,0.15,0.7225663103256524,1.104950121225528,0.0
1.2,0.15,0.730420291959627,1.1171195539719296,0.0
1.2,0.15,0.7382742735936014,1.1292666944295842,0.0
1.2,0.15,0.746128255227576,1.1413912200708183,0.0
1.2,0.15,0.7539822368615504,1.153492814596172,0.0
1.2,0.15,0.7618362184955249,1.1655711677537801,0.0
1.2,0.15,0.7696902001294994,1.1776259751658587,0.0
1.2,0.15,0.7775441817634738,1.1896569381618973,0.0
1.2,0.15,0.7853981633974484,1.2016637636183,0.0
1.2,0.15,0.7932521450314228,1.2136461638041056,0.0
1.2,0.15,0.8011061266653973,1.225603856232528,0.0
1.2,0.15,0.8089601082993718,1.2375365635180375,0.0
1.2,0.15,0.8168140899333463,1.2494440132387221,0.0
1.2,0.15,0.8246680715673208,1.261325937803687,0.0
1.2,0.15,0.8325220532012952,1.2731820743252589,0.0
1.2,0.15,0.8403760348352697,1.2850121644957802,0.0
1.2,0.15,0.8482300164692442,1.296815954468787,0.0
1.2,0.15,0.8560839981032187,1.30859319474437,0.0
1.2,0.15,0.8639379797371932,1.3203436400585495,0.0
1.2,0.15,0.8717919613711677,1.3320670492764624,0.0
1.2,0.15,0.8796459430051422,1.343763185289231,0.0
1.2,0.15,0.8874999246391166,1.3554318149143185,0.0
1.2,0.15,0.8953539062730911,1.3670727087992605,0.0
1.2,0.15,0.9032078879070656,1.378685641328592,0.0
1.2,0.15,0.9110618695410401,1.3902703905338691,0.0
1.2,0.15,0.9189158511750146,1.4018267380066434,0.0
1.2,0.15,0.9267698328089891,1.4133544688142556,0.0
1.2,0.15,0.9346238144429635,1.4248533714183655,0.0
1.2,0.15,0.942477796076938,1.4363232375960697,0.0
1.2,0.15,0.9503317777109125,1.4477638623635383,0.0
1.2,0.15,0.958185759344887,1.459175043902044,0.0
1.2,0.15,0.9660397409788615,1.4705565834863048,0.0
1.2,0.15,0.9738937226128359,1.4819082854150436,0.0
1.2,0.15,0.9817477042468105,1.493229956943685,0.0
1.2,0.15,0.9896016858807849,1.504521408219095,0.0
1.2,0.15,0.9974556675147594,1.5157824522162997,0.0
1.2,0.15,1.0053096491487339,1.5270129046771008,0.0
1.2,0.15,1.0131636307827083,1.5382125840505148,0.0
1.2,0.15,1.0210176124166828,1.5493813114349795,0.0
1.2,0.15,1.0288715940506574,1.5605189105222392,0.0
