alpha,rho,beta_static,g_error_ratio_median,slope_Z_vs_lnN,predicted_slope_beta_over_g,slope_ratio,r2
0.8,0.15,0.7943285854760255,1.0723293891012875,4.198242568986883,5.336553124124908,0.7866955451090565,0.9867855270057684
0.8,0.3,0.8005208889030638,0.9615981609481481,2.7122666768712507,2.6692423837674832,1.0161185411131683,0.9967287084038352
1.2,0.15,1.2010774818290246,1.1436990543641354,7.646283716711505,8.17930570465551,0.9348328565784478,0.9993596129215884
1.2,0.3,1.2001532722697053,0.9791445207285707,3.9241305112179816,4.026137547717273,0.9746637974261144,0.9987041036717064
1.6,0.15,1.6002383326855818,1.0305158207111917,11.036617062800572,10.672184885978808,1.0341478507648942,0.9989246485905218
1.6,0.3,1.6001219098981472,0.9703217567551037,5.193702147200269,5.351848608938331,0.970450124191866,0.999383096853794
