alpha,rho,q,lambda_inf,mi_gain,panel,q_star,g_max,q_c,g_c,period,mode_index,g_ratio,lambda_qc,g_theory,g_num,beta_static,logA,A,mu,restricted_r2,beta_dynamic,mu_free,g_eff,g_eff_ratio,n_fit
1.2,0.3,1.1938052083641215,1.786930528741262,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.201659189998096,1.7973433336233342,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2095131716320704,1.8077215628409644,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2173671532660448,1.8180650889934769,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2252211349000195,1.8283737862784304,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.233075116533994,1.8386475304638188,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2409290981679684,1.8488861988609653,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2487830798019428,1.8590896702980504,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2566370614359172,1.8692578250942904,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.264491043069892,1.8793905450347304,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2723450247038663,1.889487713345631,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2801990063378408,1.8995492146704387,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.2880529879718152,1.909574935046327,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.29590696960579,1.9195647618812728,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3037609512397643,1.9295185839316689,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3116149328737388,1.93943629128046,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3194689145077132,1.9493177753157704,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3273228961416876,1.959162928710017,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3351768777756623,1.96897164539951,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3430308594096367,1.978743820564498,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3508848410436112,1.9884793506096672,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3587388226775856,1.998178133145072,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.36659280431156,2.0078400669674967,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3744467859455347,2.0174650520422115,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3823007675795091,2.027052989485145,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.3901547492134836,2.036603781545437,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.398008730847458,2.0461173315883734,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4058627124814325,2.055593544078675,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4137166941154071,2.0650323245641733,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4215706757493816,2.0744335796598063,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.429424657383356,2.083797217031969,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4372786390173304,2.0931231453831867,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4451326206513049,2.102411274437123,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4529866022852795,2.111661514923881,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.460840583919254,2.120873778565634,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4686945655532284,2.1300479780625285,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4765485471872029,2.139184027078901,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.4844025288211773,2.1482818402297585,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.492256510455152,2.1573413330675453,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5001104920891264,2.166362422069172,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5079644737231008,2.1753450246233177,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5158184553570753,2.1842890590179715,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5236724369910497,2.1931944444282285,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5315264186250244,2.202061100904342,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5393804002589988,2.210888949359988,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5472343818929732,2.219677911560784,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5550883635269477,2.228427910113017,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.562942345160922,2.2371388684526035,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5707963267948968,2.2458107108342538,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5786503084288712,2.254443362320855,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.5865042900628457,2.263036748773052,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.59435827169682,2.271590796839029,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6022122533307943,2.2801054339444957,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6100662349647692,2.2885805882828496,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6179202165987436,2.297016188805531,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.625774198232718,2.305412165212568,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6336281798666925,2.313768447943277,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.641482161500667,2.322084968167174,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6493361431346416,2.330361657775005,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.657190124768616,2.338598449369996,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6650441064025905,2.34679527625922,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.672898088036565,2.354952072445152,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6807520696705394,2.363068772617369,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.688606051304514,2.371145312144391,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.6964600329384885,2.3791816270656896,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.704314014572463,2.3871776540838274,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7121679962064371,2.3951333305567504,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7200219778404118,2.4030485944902016,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7278759594743864,2.410923384530288,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7357299411083609,2.418757639956175,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.743583922742335,2.426551300672897,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7514379043763098,2.4343043072043247,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7592918860102844,2.4420166006862227,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7671458676442588,2.4496881228594534,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7749998492782333,2.4573188160632937,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7828538309122075,2.4649086232288577,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7907078125461822,2.4724574878726493,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.7985617941801568,2.4799653540902207,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8064157758141317,2.487432166549933,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8142697574481057,2.494857870486836,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.82212373908208,2.502242411696648,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8299777207160544,2.509585736529833,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8378317023500288,2.516887791885795,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.845685683984004,2.524148525207146,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.853539665617978,2.531367884474096,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8613936472519528,2.538545818198928,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.869247628885927,2.545682275420557,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8771016105199017,2.552777205699192,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.884955592153876,2.5598305591110933,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.8928095737878503,2.566842286243392,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.900663555421825,2.573812338189029,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9085175370557996,2.580740666541744,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.916371518689774,2.587627223391181,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9242255003237485,2.594471961318046,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.932079481957723,2.601274833389362,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9399334635916972,2.608035793153798,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.947787445225672,2.614754794637072,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9556414268596465,2.6214317923374253,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.963495408493621,2.6280667412211827,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9713493901275956,2.634659596718383,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.9792033717615696,2.6412103147184545,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.987057353395544,2.6477188515660064,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,1.994911335029519,2.654185164056649,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.0027653166634933,2.660609209432898,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.010619298297468,2.666990945380152,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.018473279931442,2.673330330022704,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.0263272615654166,2.6796273219198614,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.034181243199391,2.6858818800620914,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.042035224833365,2.692093963867247,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.0498892064673404,2.698263533176841,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.057743188101315,2.7043905482523947,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.0655971697352893,2.7104749697718264,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.073451151369264,2.7165167588259185,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.081305133003238,2.722515876914813,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.0891591146372126,2.728472285944599,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.097013096271187,2.7343859482239106,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.104867077905161,2.740256826460616,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.112721059539136,2.746084883758541,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.1205750411731104,2.751870083614247,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.128429022807085,2.7576123899138567,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.13628300444106,2.7633117669299394,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.144136986075034,2.768968179318428,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.151990967709009,2.77458159211561,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.159844949342983,2.780151970735133,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.167698930976957,2.785679280965091,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.175552912610932,2.791163488965128,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.1834068942449063,2.7966045612636083,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.1912608758788807,2.8020024647548096,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.199114857512855,2.8073571666961894,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.20696883914683,2.8126686347056595,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2148228207808045,2.8179368367589266,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.222676802414779,2.823161741186877,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2305307840487534,2.828343316672977,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.238384765682728,2.833481532250742,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2462387473167023,2.838576357301231,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2540927289506767,2.8436277615505743,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.261946710584651,2.8486357150675685,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2698006922186256,2.853600188261266,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2776546738526,2.8585211518786338,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.285508655486575,2.863398577002242,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.2933626371205493,2.868232435047987,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.301216618754524,2.873022697762848,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.309070600388498,2.877769337222676,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.3169245820224726,2.8824723258300344,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.324778563656447,2.887131636312047,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.332632545290421,2.891747241718309,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.340486526924396,2.8963191154188,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.3483405085583704,2.9008472311018583,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.356194490192345,2.9053315627721745,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.36404847182632,2.909772084748809,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.371902453460294,2.91416877166326,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.3797564350942686,2.918521598457544,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.387610416728243,2.9228305403823165,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.395464398362217,2.9270955729950234,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.403318379996192,2.93131667215808,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4111723616301663,2.935493814037077,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.419026343264141,2.9396269750990123,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4268803248981152,2.9437161321105627,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4347343065320897,2.9477612621363782,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4425882881660645,2.9517623425374,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.450442269800039,2.9557193509692024,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.458296251434013,2.9596322653803844,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.466150233067988,2.963501064010953,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4740042147019623,2.967325725390769,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4818581963359367,2.9711062283379897,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.489712177969911,2.9748425519575514,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.4975661596038856,2.978534675639676,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.50542014123786,2.982182579058404,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5132741228718345,2.9857862421701484,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5211281045058094,2.989345645212266,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.528982086139784,2.992860768701676,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5368360677737583,2.9963315934334847,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5446900494077327,2.9997581004796183,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.552544031041707,3.003140271187525,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5603980126756816,3.006478087178854,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.568251994309656,3.0097715303481807,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.5761059759436304,3.0130205828617584,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.583959957577605,3.0162252271562657,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.59181393921158,3.01938544593761,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.599667920845554,3.022501222179737,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.6075219024795286,3.0255725391234423,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.615375884113503,3.028599380275248,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.623229865747477,3.031581729406262,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.631083847381452,3.034519570551068,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.6389378290154264,3.03741288800666,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.646791810649401,3.0402616663313493,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.6546457922833757,3.0430658903437515,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.6624997739173497,3.0458255451217333,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.6703537555513246,3.048540616001426,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.678207737185299,3.051211088576236,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.686061718819273,3.0538369486958707,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.693915700453248,3.0564181824654093,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7017696820872223,3.0589547762443674,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.709623663721197,3.0614467166457784,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7174776453551712,3.063893990535316,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7253316269891457,3.0662965850304293,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.73318560862312,3.068654487499476,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7410395902570945,3.0709676855608983,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7488935718910694,3.073236167082392,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.756747553525044,3.075459920180137,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7646015351590183,3.077638933217988,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7724555167929927,3.079773194806729,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.780309498426967,3.0818626938033247,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.7881634800609416,3.0839074193101808,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.796017461694916,3.085907360674461,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8038714433288905,3.0878625074873685,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.811725424962865,3.089772849583478,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.81957940659684,3.091638377040081,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8274333882308142,3.0934590801765376,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8352873698647887,3.095234949553655,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.843141351498763,3.096965975973064,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8509953331327376,3.0986521504766693,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.858849314766712,3.100293464346003,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8667032964006864,3.101889909101732,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.874557278034661,3.1034414765030656,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8824112596686358,3.1049481585472583,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.8902652413026098,3.1064099474690803,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.898119222936584,3.107826835740331,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.905973204570559,3.109198816069348,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.913827186204533,3.1105258814005508,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.921681167838508,3.1118080249139908,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.9295351494724824,3.1130452400249125,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.937389131106457,3.114237520383333,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.9452431127404317,3.1153848598736484,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.9530970943744057,3.116487252614235,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.96095107600838,3.117544692957092,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.9688050576423546,3.1185571754874597,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.976659039276329,3.1195246950234994,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.984513020910304,3.120447246615964,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,2.9923670025442783,3.1213248255478625,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.000220984178253,3.122157427334192,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.008074965812227,3.122945047721635,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0159289474462017,3.1236876826882938,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.023782929080176,3.124385328443457,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0316369107141505,3.125037981427325,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.039490892348125,3.125645638310827,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0473448739820994,3.126208295995376,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0551988556160743,3.1267259516126864,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0630528372500487,3.127198602524607,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.070906818884023,3.1276262463229485,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0787608005179976,3.128008880829311,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.086614782151972,3.128346504094981,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.0944687637859465,3.128639114400788,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.102322745419921,3.128886710256997,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.110176727053896,3.129089290403229,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.11803070868787,3.1292468538083678,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.125884690321844,3.1293593996705056,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.133738671955819,3.1294269274168838,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.2,0.3,3.141592653589793,3.1294494367038537,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0,0.0,0.0,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0078539816339744,0.0011354102168292,0.0260759846168287,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0157079632679489,0.0033525553869475,0.044724642028148,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0235619449019234,0.006289574515701,0.0611079860724606,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0314159265358979,0.0098055897009092,0.0760736763352671,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0392699081698724,0.0138159948852476,0.0899928620307155,dispersion,,,,,,,,,,,,,,,,,,,,
1.6,0.3,0.0471238898038469,0.0182621493620893,0.1030717396667503,dispersion,,,,,,,,,,,,,,,,,,,,
