alpha,rho,g_theory,g_num,g_ratio,beta_static,logA,A,mu,restricted_r2,beta_dynamic,mu_free,g_eff,g_eff_ratio,n_fit
0.8,0.15,0.1488467493905591,0.14880321584004944,0.9997075277042466,0.7943285854760255,-12.504036613912207,3.711640432739632e-06,0.17965608009474265,0.23804593853947398,0.6878615857265646,0.013166975885907671,0.15495339069033565,1.0410263665466641,1484
0.8,0.3,0.2999056562908215,0.2999181526123304,1.0000416675085875,0.8005208889030638,-12.58890751176204,3.409627494579784e-06,-0.1425708793157819,0.7282864279278917,0.7868961704743621,-0.06991311516955821,0.2944277707262874,0.9817346373780221,736
1.2,0.15,0.1468434516569534,0.146932908266539,1.0006091971318856,1.2010774818290246,-13.84693706921353,9.690621690052409e-07,0.5935299253455135,0.7315098246199826,1.2937406136876985,-0.9694240032117274,0.2062695646887324,1.4046902491137747,1504
1.2,0.3,0.2980904795342038,0.298176103604616,1.0002872418822164,1.2001532722697053,-12.807880296723177,2.7391023609725203e-06,-0.026352300143870758,0.027733597678529343,1.232031031678086,-0.651855649703433,0.3455284635141795,1.159139547341808,740
1.6,0.15,0.1499447723013107,0.14993170512755594,0.9999128534222687,1.6002383326855818,-12.219805565307961,4.931804732936583e-06,0.14761294089574906,0.7125400858551834,1.6354377435989778,0.020721710946473747,0.15469749498556404,1.0316964880556345,1472
1.6,0.3,0.2989848978959758,0.2990445270229033,1.0001994385915378,1.6001219098981472,-12.357403164053837,4.297817750140247e-06,-0.14693950170241168,0.7936602738205525,1.626371938556465,-0.21911767469558588,0.30445886860544036,1.0183085190857,740
